"posterior","tree"
0.999999999999787,"I(((V2))&((V9)))"
0.734278867956653,"I(((((V12))&((V20))))&((V7)))"
0.322533245405173,"I(V30)"
0.307101186208074,"I(V17)"
0.267308352069807,"I(V12)"
0.265721132043341,"I(((V17))&((((((V10))&((V4))))&((V30)))))"
0.263539196544075,"I(V10)"
0.216812056966156,"I(((V7))&((V20)))"
0.195952425892517,"I(((V30))&((((V17))&((V4)))))"
0.193902115555752,"I(((V10))&((((V17))&((V4)))))"
0.192306796433074,"I(((V4))&((((V10))&((V30)))))"
0.0613316371896966,"I(((V10))&((V4)))"
0.053871435050476,"I(V4)"
0.0509531881953578,"I(V7)"
0.0509530024278729,"I(V20)"
