"X","x"
"I(atan(I(atan(I(sin(I(x27)))))))",1.7877171921525e-22
"I(atan(I(atan(I(x5)))))",2.25735550783314e-26
"I(atan(I(gauss(I(I(m(-0.0936187,1))+I(m(2.44247722,I(x7)))+I(m(0.94577338,I(x57))))))))",8.79925506478207e-35
"I(atan(I(gauss(I(I(m(-0.41540985,1))+I(m(-0.1930119,I(x40)))+I(m(1.04515805,I(x57))))))))",4.43971640888981e-19
"I(atan(I(gauss(I(I(m(-0.69311908,1))+I(m(-0.83590884,I(x45)))+I(m(-1.74159218,I(x48))))))))",3.44170591283261e-23
"I(atan(I(gauss(I(x1)))))",1.45497799581161e-22
"I(atan(I(gauss(I(x24)))))",5.58010039026759e-20
"I(atan(I(gauss(I(x28)))))",3.76870032706452e-16
"I(atan(I(I(m(-0.22819579,1))+I(m(2.59220833,I(x23)))+I(m(-2.06200956,I(x48))))))",9.66526045996823e-21
"I(atan(I(I(m(-0.36148274,1))+I(m(-0.4314819,I(x28)))+I(m(-0.09606545,I(I(x12)*I(x26))))+I(m(1.0753437,I(sin(I(x22))))))))",3.00109321772324e-29
"I(atan(I(I(m(-0.38522591,1))+I(m(2.09211443,I(x52)))+I(m(-0.58107129,I(x43))))))",2.09157879736379e-26
"I(atan(I(I(m(-0.4023001,1))+I(m(0.86966362,I(x15)))+I(m(-0.10528665,I(I(x11)*I(x46)))))))",6.19794205855102e-20
"I(atan(I(I(m(-0.41130203,1))+I(m(0.9911252,I(x57)))+I(m(0.42164649,I(x18))))))",4.03621975650947e-28
"I(atan(I(I(m(-0.44844509,1))+I(m(0.39827961,I(x1)))+I(m(0.08678896,I(x14))))))",2.0073125663869e-17
"I(atan(I(I(m(-0.46785466,1))+I(m(-0.63395425,I(I(x54)*I(x52))))+I(m(-0.31122485,I(x50))))))",0.0170014534113004
"I(atan(I(I(m(-0.48236979,1))+I(m(-1.53340015,I(x44)))+I(m(-1.58610939,I(x46)))+I(m(2.64452321,I(x53))))))",4.38661971609773e-17
"I(atan(I(I(m(-0.48846564,1))+I(m(-0.42908328,I(x28)))+I(m(-0.35385222,I(I(x33)*I(x55)))))))",8.0472605313934e-21
"I(atan(I(I(m(-0.56447239,1))+I(m(0.13536384,I(x22)))+I(m(-0.79155921,I(x37))))))",4.38275734107288e-17
"I(atan(I(I(m(-0.57008071,1))+I(m(-1.53743337,I(x48)))+I(m(0.53829107,I(x18))))))",4.69467057780513e-23
"I(atan(I(I(m(-0.57507293,1))+I(m(-0.15237002,I(x51)))+I(m(-0.75125778,I(x37)))+I(m(-0.23286623,I(x50))))))",3.53891030323773e-22
"I(atan(I(I(m(-0.60917585,1))+I(m(-0.02475097,I(x2)))+I(m(-1.38548299,I(x33))))))",3.44926146192931e-23
"I(atan(I(I(m(-0.74259437,1))+I(m(0.90669999,I(x21)))+I(m(-2.25883246,I(atan(I(x46))))))))",9.22924617538369e-21
"I(atan(I(I(m(-0.94947797,1))+I(m(-2.18190898,I(x48)))+I(m(1.30306024,I(gfquar(I(I(x1)*I(x24)))))))))",1.56699626530059e-21
"I(atan(I(I(m(-1.21452147,1))+I(m(2.960309,I(glquar(I(x53)))))+I(m(-0.387215,I(I(x52)*I(x46)))))))",2.87102912252639e-10
"I(atan(I(I(m(-12.50475143,1))+I(m(4.69271865,I(x20)))+I(m(-105.26936813,I(atan(I(x41)))))+I(m(-0.09361107,I(I(x48)*I(x52)))))))",3.9976116024284e-21
"I(atan(I(I(m(-12.61463405,1))+I(m(-101.98757295,I(x41)))+I(m(2.10733143,I(x52))))))",1.43124573020909e-15
"I(atan(I(I(m(-13.21850655,1))+I(m(-105.89193954,I(x41)))+I(m(0.55059792,I(atan(I(I(x39)*I(x45)))))))))",9.17665324565919e-16
"I(atan(I(I(m(-3.65233431,1))+I(m(2.70265463,I(x7)))+I(m(-16.94239665,I(x27))))))",5.70234730688989e-18
"I(atan(I(I(m(-32.95889349,1))+I(m(0.86181257,I(x5)))+I(m(-18.26941013,I(x27)))+I(m(29.11430078,I(gauss(I(x41))))))))",8.18105964315137e-15
"I(atan(I(I(m(-81.01646295,1))+I(m(-72.79540311,I(x41)))+I(m(-3.18447587,I(x42)))+I(m(73.32264035,I(gauss(I(x31))))))))",1.88073725298881e-07
"I(atan(I(I(m(-9.55488296,1))+I(m(-1.32021729,I(x33)))+I(m(-56.90008541,I(tanh(I(x31))))))))",1.71344749922797e-48
"I(atan(I(I(m(0.01064994,1))+I(m(2.72229514,I(x7)))+I(m(-0.30703128,I(x28)))+I(m(1.34508437,I(x54))))))",4.3843621031194e-19
"I(atan(I(I(m(0.09261442,1))+I(m(4.61698457,I(x20)))+I(m(-0.2753265,I(x49))))))",1.89144733828298e-16
"I(atan(I(I(m(0.18474253,1))+I(m(1.28066794,I(gfquar(I(I(x6)*I(x20))))))+I(m(1.90320151,I(atan(I(I(m(-0.22819579,1))+I(m(2.59220833,I(x23)))+I(m(-2.06200956,I(x48)))))))))))",2.13066686134747e-23
"I(atan(I(I(m(0.41839453,1))+I(m(1.64462731,I(x52)))+I(m(12.14677667,I(x55))))))",5.91759138631948e-06
"I(atan(I(I(m(0.47953804,1))+I(m(0.68898717,I(x16)))+I(m(4.55196566,I(tanh(I(I(m(-2.2400593,1))+I(m(-7.05173741,I(x26)))+I(m(0.01500928,I(x28)))))))))))",1.20951274073151e-13
"I(atan(I(I(m(5.16811068,1))+I(m(-3.75855657,I(x35)))+I(m(-6.52159557,I(gauss(I(x20))))))))",2.0102118031614e-17
"I(atan(I(I(tanh(I(I(m(-14.81770085,1))+I(m(15.86929531,I(gauss(I(x26)))))+I(m(-3.67975404,I(I(x7)*I(x32)))))))*I(x35))))",4.50093164230676e-24
"I(atan(I(I(x19)*I(x28))))",4.10887750091153e-17
"I(atan(I(I(x21)*I(gauss(I(x52))))))",4.38149913074486e-19
"I(atan(I(I(x27)*I(x42))))",3.24568032068868e-07
"I(atan(I(I(x27)*I(x50))))",2.11703373686165e-20
"I(atan(I(I(x33)*I(x16))))",4.4397165456701e-19
"I(atan(I(I(x34)*I(x33))))",1.9397419849455e-22
"I(atan(I(I(x39)*I(x45))))",1.40707481011555e-15
"I(atan(I(I(x42)*I(x21))))",8.18105964315137e-15
"I(atan(I(I(x44)*I(x35))))",1.23397060396129e-18
"I(atan(I(I(x44)*I(x55))))",1.87469694167993e-15
"I(atan(I(I(x46)*I(x29))))",2.5298872951091e-06
"I(atan(I(I(x5)*I(x21))))",1.56699626530059e-21
"I(atan(I(I(x52)*I(x19))))",1.50708620518289e-16
"I(atan(I(I(x53)*I(x49))))",1.24793750733965e-16
"I(atan(I(I(x57)*I(x16))))",1.74208783751614e-54
"I(atan(I(I(x6)*I(gauss(I(x55))))))",8.96806151974578e-08
