"X","x"
"I(atan(I(atan(I(x42)))))",1.56368258286114e-48
"I(atan(I(atan(I(x5)))))",7.61718444292725e-13
"I(atan(I(atan(I(x7)))))",2.88470320488273e-05
"I(atan(I(atan(I(x9)))))",3.07715981119834e-15
"I(atan(I(gauss(I(sin(I(x57)))))))",5.69744378871399e-10
"I(atan(I(gauss(I(x5)))))",2.87393794273983e-12
"I(atan(I(gauss(I(x6)))))",3.1524433759145e-07
"I(atan(I(I(atan(I(I(m(-0.33358276,1))+I(m(0.56674297,I(x6)))+I(m(-0.06591825,I(x12)))+I(m(2.01545505,I(x52))))))*I(x47))))",1.91275900381782e-16
"I(atan(I(I(m(-0.0229044,1))+I(m(0.56300032,I(x5)))+I(m(2.62791404,I(x7))))))",6.1546041164702e-06
"I(atan(I(I(m(-0.08817273,1))+I(m(2.19022066,I(x4)))+I(m(1.78514999,I(sin(I(x5))))))))",8.89185957989493e-28
"I(atan(I(I(m(-0.09046734,1))+I(m(0.74669502,I(x21)))+I(m(2.34605781,I(x23))))))",6.88643921326052e-08
"I(atan(I(I(m(-0.1541475,1))+I(m(2.71916723,I(x53)))+I(m(0.06940849,I(I(x1)*I(x57)))))))",3.04481187572769e-08
"I(atan(I(I(m(-0.17368688,1))+I(m(-1.1850809,I(x33)))+I(m(2.61568035,I(I(x23)*I(gauss(I(x54)))))))))",0.00154959970998956
"I(atan(I(I(m(-0.34883749,1))+I(m(1.9416129,I(x52)))+I(m(0.93791023,I(x57)))+I(m(2.03173787,I(I(tanh(I(x5)))*I(gmedi(I(x6)))))))))",0.00215798324936253
"I(atan(I(I(m(-0.36417338,1))+I(m(2.38916207,I(x4)))+I(m(0.10153996,I(x14))))))",1.51907662940888e-15
"I(atan(I(I(m(-0.38587397,1))+I(m(-0.29226741,I(x49)))+I(m(0.99456278,I(atan(I(x3))))))))",1.4562671069855e-18
"I(atan(I(I(m(-0.42503692,1))+I(m(-0.27989075,I(x49)))+I(m(-0.58174858,I(atan(I(x36)))))+I(m(3.29733503,I(I(x11)*I(gfquar(I(I(m(-2.21257618,1))+I(m(0.08197841,I(x12)))+I(m(-6.91313482,I(x26)))+I(m(0.31696057,I(x3))))))))))))",1.26217285988532e-45
"I(atan(I(I(m(-0.43323428,1))+I(m(0.52012582,I(x6)))+I(m(0.57414706,I(x9))))))",4.5785685637616e-14
"I(atan(I(I(m(-0.43978688,1))+I(m(0.00374988,I(x12)))+I(m(-1.02944685,I(x32)))+I(m(-2.11942316,I(gfquar(I(I(m(-0.90392924,1))+I(m(0.61332633,I(x6)))+I(m(-3.1563045,I(x35)))))))))))",1.10965009894131e-13
"I(atan(I(I(m(-0.50023378,1))+I(m(-0.68427256,I(I(x46)*I(x20))))+I(m(-0.31819869,I(I(gauss(I(x25)))*I(x51)))))))",9.14702237654758e-43
"I(atan(I(I(m(-0.52550431,1))+I(m(0.60655001,I(x9)))+I(m(0.37822044,I(gfquar(I(I(x54)*I(x44)))))))))",1.83993577757808e-15
"I(atan(I(I(m(-0.63670225,1))+I(m(-1.44752297,I(x46)))+I(m(-0.25548523,I(x51))))))",9.065271194623e-09
"I(atan(I(I(m(-0.80613316,1))+I(m(-0.46776641,I(x36)))+I(m(-2.38740162,I(tanh(I(x33))))))))",4.87070289024951e-39
"I(atan(I(I(m(-0.82549263,1))+I(m(0.53150843,I(x19)))+I(m(1.59244532,I(gmedi(I(x6))))))))",1.24812394610345e-07
"I(atan(I(I(m(-0.88735621,1))+I(m(1.64755172,I(x24)))+I(m(-2.81553227,I(x42)))+I(m(-1.33496777,I(x46))))))",7.8978827479906e-13
"I(atan(I(I(m(-0.89005853,1))+I(m(0.90847624,I(x15)))+I(m(-0.19755363,I(I(x23)*I(x42))))+I(m(-1.13993649,I(tanh(I(I(m(-0.46067483,1))+I(m(1.30526131,I(I(I(x15)*I(x45))*I(atan(I(x46))))))+I(m(0.14102029,I(I(x2)*I(x57))))))))))))",1.09654330791698e-13
