"X","x"
"I(atan(I(atan(I(sin(I(x2)))))))",9.66857154698143e-23
"I(atan(I(atan(I(x23)))))",8.79985184706479e-32
"I(atan(I(atan(I(x28)))))",6.65376020579272e-19
"I(atan(I(atan(I(x35)))))",4.22792574407443e-10
"I(atan(I(gauss(I(I(m(-0.13392089,1))+I(m(0.63863399,I(x15)))+I(m(2.53105988,I(x53))))))))",2.21841316906445e-22
"I(atan(I(gauss(I(x16)))))",1.23031223254062e-20
"I(atan(I(gauss(I(x23)))))",2.81130584221388e-19
"I(atan(I(gauss(I(x49)))))",2.07711241335325e-18
"I(atan(I(gauss(I(x54)))))",1.80400309476145e-15
"I(atan(I(gauss(I(x57)))))",2.35675769388952e-23
"I(atan(I(I(I(x25)*I(x56))*I(x25))))",1.56610325136266e-19
"I(atan(I(I(I(x6)*I(x35))*I(tanh(I(x10))))))",2.3489775114679e-15
"I(atan(I(I(m(-0.02382419,1))+I(m(2.85301799,I(x7)))+I(m(-0.27352872,I(I(x46)*I(x53)))))))",3.15039238941972e-14
"I(atan(I(I(m(-0.15141493,1))+I(m(0.16296693,I(x1)))+I(m(2.65700141,I(x53))))))",2.25835081300363e-12
"I(atan(I(I(m(-0.15282097,1))+I(m(-0.25183785,I(x47)))+I(m(2.69102767,I(atan(I(x16))))))))",3.9949160445604e-12
"I(atan(I(I(m(-0.22950309,1))+I(m(12.26919298,I(x55)))+I(m(0.46221741,I(x57)))+I(m(0.60384819,I(gauss(I(x54))))))))",8.75478768981366e-11
"I(atan(I(I(m(-0.29035824,1))+I(m(0.25128996,I(x1)))+I(m(0.78916975,I(x15)))+I(m(1.93889526,I(x52))))))",3.31833519114449e-07
"I(atan(I(I(m(-0.32083608,1))+I(m(0.56872811,I(x16)))+I(m(1.61698053,I(atan(I(x21))))))))",1.21412385653675e-08
"I(atan(I(I(m(-0.34940036,1))+I(m(-0.25234035,I(x28)))+I(m(-0.06967028,I(x40)))+I(m(2.05055311,I(x52))))))",3.28164552239361e-11
"I(atan(I(I(m(-0.47424533,1))+I(m(-0.32107717,I(x49)))+I(m(-0.04784932,I(I(x25)*I(x22)))))))",3.98501738746297e-22
"I(atan(I(I(m(-0.47670118,1))+I(m(0.10310836,I(x14)))+I(m(0.3260894,I(x3))))))",2.35385879176031e-08
"I(atan(I(I(m(-0.57470301,1))+I(m(-1.61281791,I(x44)))+I(m(1.7118316,I(I(x42)*I(x41)))))))",1.42805803235126e-27
"I(atan(I(I(m(-0.61611217,1))+I(m(0.66512425,I(x8)))+I(m(-1.53073507,I(x46))))))",6.21854933957464e-33
"I(atan(I(I(m(-0.6335607,1))+I(m(-1.46244516,I(x46)))+I(m(-0.27233281,I(I(x55)*I(x42)))))))",1.05710853371272e-12
"I(atan(I(I(m(-0.6580019,1))+I(m(-2.30819325,I(x44)))+I(m(-2.62196947,I(I(x45)*I(I(x28)*I(x44))))))))",6.49340696858079e-10
"I(atan(I(I(m(-0.66536879,1))+I(m(-3.58782167,I(x35)))+I(m(-0.87434164,I(gauss(I(I(m(-2.31250778,1))+I(m(-4.99747427,I(x25)))+I(m(2.2638993,I(glquar(I(x52)))))))))))))",2.32272453831884e-25
"I(atan(I(I(m(-0.74775877,1))+I(m(-2.81786371,I(x35)))+I(m(2.01199892,I(x52))))))",6.17525898402469e-07
"I(atan(I(I(m(-0.81747661,1))+I(m(0.02560771,I(I(x16)*I(I(x1)*I(x12)))))+I(m(-7.27669679,I(I(glquar(I(x52)))*I(x43)))))))",5.15846519190302e-64
"I(atan(I(I(m(-0.88648568,1))+I(m(0.37269266,I(x6)))+I(m(3.34618855,I(glquar(I(x24))))))))",2.34897773585592e-15
"I(atan(I(I(m(-1.31694575,1))+I(m(-2.81595463,I(x35)))+I(m(-1.21149918,I(x48)))+I(m(-0.81732121,I(tanh(I(I(x52)*I(x27))))))+I(m(0.3638355,I(gauss(I(x36))))))))",1.61864345029575e-09
"I(atan(I(I(m(-1.613105,1))+I(m(0.62466806,I(sin(I(x57)))))+I(m(2.1572456,I(gmedi(I(I(m(-3.97604082,1))+I(m(1.87528976,I(x23)))+I(m(-17.6377554,I(x27)))+I(m(-0.23836128,I(x36)))+I(m(0.62561984,I(x57)))))))))))",2.41960960404352e-42
"I(atan(I(I(m(-1.64024933,1))+I(m(-0.1855923,I(I(x46)*I(x41))))+I(m(2.11247639,I(gmedi(I(I(m(0.67774961,1))+I(m(11.95936768,I(x55)))+I(m(2.37581707,I(I(gauss(I(x54)))*I(x23)))))))))+I(m(1.29694836,I(I(I(x45)*I(x7))*I(x43)))))))",3.2892257506063e-38
"I(atan(I(I(m(-2.05294521,1))+I(m(1.04953381,I(x15)))+I(m(-6.44069877,I(x25))))))",5.49774616461883e-17
"I(atan(I(I(m(-2.24870003,1))+I(m(-7.04247578,I(x26)))+I(m(-0.16010016,I(x51))))))",5.14502282125534e-15
"I(atan(I(I(m(-5.24549701,1))+I(m(-4.49811884,I(x25)))+I(m(-25.34003549,I(x31)))+I(m(3.59168578,I(sin(I(x52))))))))",1.21138611845576e-09
"I(atan(I(I(m(0.03917185,1))+I(m(0.50602115,I(x6)))+I(m(4.09121446,I(x20))))))",1.01019055160736e-15
"I(atan(I(I(m(0.05772847,1))+I(m(12.24324303,I(x55)))+I(m(1.38716633,I(gmedi(I(x2))))))))",8.24101149705399e-19
"I(atan(I(I(m(0.14326144,1))+I(m(4.16355156,I(x20)))+I(m(1.90098612,I(x52))))))",3.07814868786295e-32
"I(atan(I(I(m(0.15809369,1))+I(m(0.61935053,I(x15)))+I(m(4.29282021,I(sin(I(x24))))))))",6.6656964256774e-19
"I(atan(I(I(m(0.16561409,1))+I(m(-0.0386741,I(x12)))+I(m(4.0961659,I(sin(I(x53))))))))",0.999993057197592
"I(atan(I(I(m(0.20339622,1))+I(m(-1.24124126,I(x46)))+I(m(2.14079541,I(tanh(I(I(m(-13.98495429,1))+I(m(0.65368211,I(x21)))+I(m(-114.24927459,I(x41)))+I(m(2.28772934,I(x53)))))))))))",1.06886032947384e-17
"I(atan(I(I(m(2.14121469,1))+I(m(1.71148744,I(atan(I(I(m(0.16561409,1))+I(m(-0.0386741,I(x12)))+I(m(4.0961659,I(sin(I(x53))))))))))+I(m(-1.94196308,I(gauss(I(x6)))))+I(m(2.59814254,I(tanh(I(x16))))))))",6.19589137914991e-05
"I(atan(I(I(x10)*I(I(I(x43)*I(x49))*I(x14)))))",8.43637698892289e-13
"I(atan(I(I(x11)*I(x7))))",9.68296773169732e-18
"I(atan(I(I(x16)*I(x52))))",6.67459647869593e-19
"I(atan(I(I(x21)*I(x46))))",0.00581359497705094
"I(atan(I(I(x28)*I(x27))))",2.30107935053148e-14
"I(atan(I(I(x33)*I(x52))))",1.17796769413222e-23
"I(atan(I(I(x40)*I(x49))))",6.17159893825909e-07
"I(atan(I(I(x40)*I(x9))))",1.0377023530896e-14
"I(atan(I(I(x44)*I(x27))))",1.30662276730603e-31
"I(atan(I(I(x45)*I(atan(I(x45))))))",2.56907864388647e-08
"I(atan(I(I(x55)*I(x24))))",4.98922827970544e-32
"I(atan(I(I(x56)*I(x55))))",1.03770235304899e-14
"I(atan(I(I(x57)*I(x24))))",1.17856646401478e-13
"I(atan(I(sin(I(x2)))))",5.79681199853119e-24
"I(atan(I(sin(I(x27)))))",4.30127709035591e-21
"I(atan(I(sin(I(x28)))))",2.29681573265803e-19
"I(atan(I(sin(I(x45)))))",1.09288634294871e-30
"I(atan(I(sin(I(x7)))))",3.57204419019565e-06
"I(atan(I(tanh(I(x45)))))",1.46429954634524e-16
"I(atan(I(tanh(I(x49)))))",6.17235999525786e-07
"I(atan(I(tanh(I(x57)))))",1.71728185961837e-18
"I(atan(I(x1)))",1.50170916372434e-19
"I(atan(I(x10)))",2.34897773585592e-15
"I(atan(I(x11)))",1.03568627523451e-12
"I(atan(I(x12)))",3.2846693467225e-11
"I(atan(I(x14)))",2.4620124310336e-06
"I(atan(I(x15)))",0.996617635723588
"I(atan(I(x16)))",1.23492397553885e-09
"I(atan(I(x17)))",2.38674856833538e-06
"I(atan(I(x19)))",4.05022506721546e-24
"I(atan(I(x20)))",5.14709838185865e-15
"I(atan(I(x21)))",7.03301863336127e-08
"I(atan(I(x23)))",1.03770237529359e-14
"I(atan(I(x24)))",3.28163980158183e-11
"I(atan(I(x25)))",1.06003894167086e-31
"I(atan(I(x27)))",6.36402276063641e-23
"I(atan(I(x28)))",1.16669508420985e-10
"I(atan(I(x29)))",1.75798729276753e-29
"I(atan(I(x3)))",2.07711241192519e-18
"I(atan(I(x31)))",2.29574162124002e-11
"I(atan(I(x34)))",4.22123981696785e-39
"I(atan(I(x35)))",9.03947004198269e-11
"I(atan(I(x36)))",2.34897773588405e-15
"I(atan(I(x39)))",5.02956362445521e-64
"I(atan(I(x40)))",2.96581630980789e-32
"I(atan(I(x41)))",2.9399176175389e-11
"I(atan(I(x42)))",2.71468692135079e-18
"I(atan(I(x43)))",2.54146266074163e-24
"I(atan(I(x44)))",1.56610325136266e-19
"I(atan(I(x45)))",1.85378123203868e-29
"I(atan(I(x46)))",2.07711241335413e-18
"I(atan(I(x5)))",6.3510761782308e-09
"I(atan(I(x50)))",2.67206697272821e-08
"I(atan(I(x52)))",2.41383852540182e-06
"I(atan(I(x53)))",2.3604985866422e-06
"I(atan(I(x54)))",5.80577838123908e-13
"I(atan(I(x55)))",9.57762758417751e-18
"I(atan(I(x56)))",9.65240569007036e-14
"I(atan(I(x57)))",1.23597994244716e-09
"I(atan(I(x6)))",1.17796764766994e-23
"I(atan(I(x7)))",9.33678039934087e-08
"I(atan(I(x8)))",3.57204354145816e-06
"I(gauss(I(atan(I(I(m(-0.34940036,1))+I(m(-0.25234035,I(x28)))+I(m(-0.06967028,I(x40)))+I(m(2.05055311,I(x52))))))))",2.14553522902246e-13
"I(gauss(I(atan(I(I(m(-0.74775877,1))+I(m(-2.81786371,I(x35)))+I(m(2.01199892,I(x52))))))))",5.65617668248359e-09
"I(gauss(I(atan(I(I(m(-0.88648568,1))+I(m(0.37269266,I(x6)))+I(m(3.34618855,I(glquar(I(x24))))))))))",2.2461943514034e-22
"I(gauss(I(gauss(I(x28)))))",8.85344787270232e-11
"I(gauss(I(gauss(I(x53)))))",1.70948428244854e-39
"I(gauss(I(gauss(I(x54)))))",2.87239809306265e-14
"I(gauss(I(gauss(I(x56)))))",3.77265507641108e-19
"I(gauss(I(I(gauss(I(x29)))*I(x19))))",1.93720531067512e-16
"I(gauss(I(I(gmedi(I(x44)))*I(x26))))",6.22073692024643e-16
"I(gauss(I(I(I(x7)*I(x14))*I(gmedi(I(x45))))))",1.47110373344128e-17
"I(gauss(I(I(m(-0.13392089,1))+I(m(0.63863399,I(x15)))+I(m(2.53105988,I(x53))))))",5.49776496246563e-17
"I(gauss(I(I(m(-0.45844742,1))+I(m(-0.33442577,I(I(x46)*I(x53))))+I(m(0.60382944,I(x11))))))",2.60012000654794e-17
"I(gauss(I(I(m(-0.4727339,1))+I(m(-0.0123349,I(x2)))+I(m(-0.31572977,I(x49))))))",5.15846505779339e-64
"I(gauss(I(I(m(-0.49300735,1))+I(m(-0.50027167,I(x36)))+I(m(-0.05640707,I(I(x44)*I(x31)))))))",8.08163954938568e-34
"I(gauss(I(I(m(-0.50566356,1))+I(m(-0.30199151,I(x28)))+I(m(-0.38523841,I(x36))))))",9.41803827811246e-16
"I(gauss(I(I(m(-0.58319978,1))+I(m(-0.01886244,I(x2)))+I(m(-0.91805161,I(atan(I(x36))))))))",2.81476176368268e-26
"I(gauss(I(I(m(-0.58798162,1))+I(m(-0.03499259,I(x1)))+I(m(-2.733175,I(sin(I(x35)))))+I(m(1.67260942,I(sin(I(x1))))))))",2.36261246035266e-22
"I(gauss(I(I(m(-0.69325189,1))+I(m(3.95648829,I(x56)))+I(m(1.50876387,I(gmedi(I(x5))))))))",3.30611262478282e-07
"I(gauss(I(I(m(-0.91859177,1))+I(m(-1.33466472,I(x33)))+I(m(-1.97021667,I(tanh(I(x28)))))+I(m(-0.27828633,I(atan(I(I(I(x6)*I(x35))*I(tanh(I(x10)))))))))))",6.3076019537404e-27
"I(gauss(I(I(m(-0.92125295,1))+I(m(-3.1432406,I(x35)))+I(m(0.09253856,I(x14))))))",1.23802862903626e-13
"I(gauss(I(I(m(-0.92478081,1))+I(m(0.40007741,I(x10)))+I(m(-3.20088593,I(x35))))))",6.23660934160161e-19
"I(gauss(I(I(m(-0.93041605,1))+I(m(-3.25786794,I(x42)))+I(m(-0.27313996,I(x49))))))",9.94989512166044e-16
"I(gauss(I(I(m(-0.93500434,1))+I(m(3.48728752,I(glquar(I(x24)))))+I(m(0.32703987,I(I(x52)*I(x56)))))))",1.42805803235126e-27
"I(gauss(I(I(m(-0.94294011,1))+I(m(-0.52152822,I(x36)))+I(m(-3.17859771,I(x42))))))",8.08655396388969e-19
"I(gauss(I(I(m(-1.14877942,1))+I(m(2.0000445,I(gmedi(I(x55)))))+I(m(-17.30230641,I(I(tanh(I(I(x25)*I(x45))))*I(tanh(I(I(x25)*I(x45))))))))))",6.19913028106691e-05
"I(gauss(I(I(m(-1.23968611,1))+I(m(-7.10199802,I(x26)))+I(m(14.95593024,I(x55))))))",1.4680559053454e-16
"I(gauss(I(I(m(-1.39981787,1))+I(m(0.00987419,I(x2)))+I(m(0.86848594,I(x54)))+I(m(1.93618876,I(gauss(I(x12)))))+I(m(3.97597338,I(atan(I(x52))))))))",9.36928275364132e-12
"I(gauss(I(I(m(-1.40051986,1))+I(m(2.52389795,I(x7)))+I(m(-5.23085116,I(x25))))))",3.15021948098442e-14
"I(gauss(I(I(m(-1.66964979,1))+I(m(2.11405058,I(gmedi(I(I(m(-0.09239131,1))+I(m(5.09284991,I(x56)))+I(m(-0.87714975,I(x37))))))))+I(m(3.44041936,I(atan(I(x7)))))+I(m(2.35160309,I(glquar(I(I(m(-0.03768808,1))+I(m(2.51947252,I(x4)))+I(m(2.7531909,I(x53)))))))))))",7.50343502002133e-28
"I(gauss(I(I(m(-2.03045543,1))+I(m(-6.07062844,I(x25)))+I(m(-0.21484768,I(x49))))))",6.35215555038364e-09
"I(gauss(I(I(m(-2.24718619,1))+I(m(4.31137395,I(x4)))+I(m(-6.10963222,I(x25)))+I(m(0.40982839,I(gauss(I(I(x9)*I(x48)))))))))",2.56907864388647e-08
"I(gauss(I(I(m(-2.31250778,1))+I(m(-4.99747427,I(x25)))+I(m(2.2638993,I(glquar(I(x52))))))))",2.34897773585578e-15
"I(gauss(I(I(m(-22.85355933,1))+I(m(-2.72442206,I(x35)))+I(m(22.67963317,I(gauss(I(x29))))))))",2.24619720423852e-22
"I(gauss(I(I(m(0.00532304,1))+I(m(0.45394827,I(x54)))+I(m(4.80336795,I(x56))))))",1.50317893768563e-33
"I(gauss(I(I(m(0.06442428,1))+I(m(-0.27614457,I(x49)))+I(m(5.14695418,I(sin(I(x56))))))))",3.11518871437517e-14
"I(gauss(I(I(m(0.09998825,1))+I(m(2.29924034,I(x7)))+I(m(1.74114604,I(sin(I(x57))))))))",3.7789065919131e-18
"I(gauss(I(I(m(0.14059484,1))+I(m(2.29946228,I(x7)))+I(m(2.44537483,I(x53))))))",1.46780708309675e-41
"I(gauss(I(I(m(0.47579944,1))+I(m(0.53799236,I(x6)))+I(m(14.06635158,I(atan(I(x55))))))))",2.69634767969185e-26
"I(gauss(I(I(m(0.70844711,1))+I(m(2.40067211,I(x23)))+I(m(12.10724475,I(x55))))))",8.70742318807284e-11
"I(gauss(I(I(m(0.81071538,1))+I(m(1.67842397,I(x52)))+I(m(2.35301993,I(atan(I(I(m(-0.02382419,1))+I(m(2.85301799,I(x7)))+I(m(-0.27352872,I(I(x46)*I(x53))))))))))))",4.00742489551182e-18
"I(gauss(I(I(m(1.36418502,1))+I(m(0.44598621,I(I(sin(I(x53)))*I(x35))))+I(m(-2.43474972,I(gauss(I(x17)))))+I(m(-1.44836753,I(sin(I(x42))))))))",1.44120871722186e-32
"I(gauss(I(I(x2)*I(x35))))",8.51849443743108e-42
"I(gauss(I(I(x28)*I(x46))))",6.18325570230094e-07
"I(gauss(I(I(x32)*I(x1))))",1.73374131559673e-21
"I(gauss(I(I(x36)*I(x56))))",3.31333774929531e-07
"I(gauss(I(I(x40)*I(sin(I(x28))))))",6.87095447973438e-21
"I(gauss(I(I(x41)*I(x20))))",5.15846517097259e-64
"I(gauss(I(I(x45)*I(x53))))",4.33799122331071e-22
"I(gauss(I(I(x48)*I(x49))))",2.30777871702508e-13
"I(gauss(I(I(x53)*I(x46))))",4.25312457350971e-09
"I(gauss(I(I(x53)*I(x55))))",1.04637485505022e-12
"I(gauss(I(I(x6)*I(x14))))",2.88455312082303e-21
"I(gauss(I(I(x6)*I(x40))))",6.18606265071112e-07
"I(gauss(I(I(x7)*I(x48))))",3.31763436623843e-07
"I(gauss(I(sin(I(I(m(-0.33455825,1))+I(m(0.35654272,I(x9)))+I(m(-1.04847238,I(x37)))+I(m(1.7786919,I(sin(I(x57))))))))))",1.30011825629292e-23
"I(gauss(I(sin(I(I(x21)*I(x11))))))",2.68902489379134e-08
"I(gauss(I(sin(I(I(x47)*I(x41))))))",8.20071695032407e-17
"I(gauss(I(sin(I(x1)))))",3.45217676078793e-33
"I(gauss(I(sin(I(x34)))))",2.24619488128143e-22
"I(gauss(I(sin(I(x8)))))",3.964619349795e-18
