"X","x"
"I(atan(I(atan(I(x28)))))",4.74223241487249e-10
"I(atan(I(atan(I(x31)))))",3.87233686828171e-20
"I(atan(I(atan(I(x46)))))",2.21090892803817e-05
"I(atan(I(gauss(I(tanh(I(x21)))))))",7.49981165487461e-17
"I(atan(I(gauss(I(x24)))))",5.34655512895115e-07
"I(atan(I(gauss(I(x33)))))",2.52831302353566e-17
"I(atan(I(gauss(I(x35)))))",1.80917922740679e-14
"I(atan(I(I(I(I(x46)*I(x52))*I(gmedi(I(gauss(I(x36))))))*I(glquar(I(x10))))))",9.29681316288259e-19
"I(atan(I(I(m(-0.08931868,1))+I(m(1.53114867,I(x52)))+I(m(2.36698128,I(x53)))+I(m(0.92498053,I(x54))))))",0.0014308149362026
"I(atan(I(I(m(-0.16272103,1))+I(m(2.71162687,I(x53)))+I(m(-0.28136671,I(x50))))))",1.43632307339807e-14
"I(atan(I(I(m(-0.374739,1))+I(m(0.86202231,I(x15)))+I(m(-0.26474891,I(I(x31)*I(x29)))))))",2.14218024555182e-28
"I(atan(I(I(m(-0.41558639,1))+I(m(-0.43795445,I(x28)))+I(m(1.35931763,I(x54))))))",2.2095572078136e-15
"I(atan(I(I(m(-0.42541088,1))+I(m(0.66589891,I(x8)))+I(m(-1.52935389,I(x46)))+I(m(-0.1931873,I(gauss(I(x38))))))))",3.34740685334647e-28
"I(atan(I(I(m(-0.42619233,1))+I(m(-1.16604027,I(x48)))+I(m(2.07665753,I(x52))))))",7.43116663433804e-13
"I(atan(I(I(m(-0.42692707,1))+I(m(0.80626061,I(x15)))+I(m(0.5673602,I(x19))))))",1.36186537643643e-38
"I(atan(I(I(m(-0.47210264,1))+I(m(-1.56490368,I(x44)))+I(m(-2.50045351,I(glquar(I(x29))))))))",2.02062444236568e-14
"I(atan(I(I(m(-0.48576958,1))+I(m(0.20858864,I(I(I(x56)*I(x23))*I(gauss(I(x24))))))+I(m(-0.14090394,I(I(I(x6)*I(x36))*I(gauss(I(x42)))))))))",1.17118416445818e-07
"I(atan(I(I(m(-0.50964128,1))+I(m(0.61445097,I(x6)))+I(m(-0.58019856,I(tanh(I(x50))))))))",2.1694484688904e-10
"I(atan(I(I(m(-0.53870424,1))+I(m(1.255248,I(I(I(I(x16)*I(x57))*I(x20))*I(x14))))+I(m(-0.77452728,I(x39))))))",7.60264609172155e-33
"I(atan(I(I(m(-0.54438431,1))+I(m(-0.84429812,I(x45)))+I(m(0.48944494,I(x18))))))",2.35202785383122e-22
"I(atan(I(I(m(-0.59647,1))+I(m(0.28843298,I(x10)))+I(m(-0.09481264,I(x12)))+I(m(1.39911664,I(x24)))+I(m(1.39423451,I(glquar(I(x9))))))))",2.9507067981327e-16
"I(atan(I(I(m(-0.69389873,1))+I(m(-0.02271669,I(x2)))+I(m(1.46419779,I(gmedi(I(I(m(-0.51867435,1))+I(m(-1.60115058,I(x48)))+I(m(1.43310816,I(x54)))))))))))",4.13137312481819e-19
"I(atan(I(I(m(-0.76312012,1))+I(m(0.04818054,I(x12)))+I(m(4.32689133,I(x20)))+I(m(-5.40201764,I(x42)))+I(m(0.9913049,I(I(x28)*I(x42)))))))",2.82552121888119e-11
"I(atan(I(I(m(-0.89009227,1))+I(m(0.5761332,I(x8)))+I(m(3.44081502,I(glquar(I(x24))))))))",7.57612229443407e-21
"I(atan(I(I(m(-1.13848546,1))+I(m(2.40243486,I(gmedi(I(I(m(-1.20133692,1))+I(m(0.62752481,I(x8)))+I(m(1.6082489,I(x24)))+I(m(-5.86135254,I(x29))))))))+I(m(0.32221428,I(glquar(I(I(m(-0.3963976,1))+I(m(1.30360625,I(x54)))+I(m(0.00982913,I(I(x25)*I(x49))))))))))))",6.4340104094126e-10
"I(atan(I(I(m(-1.40051986,1))+I(m(2.52389795,I(x7)))+I(m(-5.23085116,I(x25))))))",2.29758999623016e-12
"I(atan(I(I(m(-1.78114122,1))+I(m(0.33428486,I(x10)))+I(m(0.35523142,I(x16)))+I(m(-4.83194413,I(x25)))+I(m(-1.02568118,I(x35)))+I(m(1.48283489,I(x52)))+I(m(0.06742765,I(I(x42)*I(x22)))))))",3.12966969994021e-22
"I(atan(I(I(m(-12.24821097,1))+I(m(-102.31047871,I(x41)))+I(m(3.92735597,I(atan(I(x53))))))))",8.16955999984817e-17
"I(atan(I(I(m(-2.02409579,1))+I(m(-6.36885399,I(x25)))+I(m(0.50057762,I(atan(I(x36))))))))",2.51026249836064e-25
"I(atan(I(I(m(-4.30360285,1))+I(m(-17.7900735,I(x27)))+I(m(-0.45218324,I(x43))))))",7.6038186527785e-33
"I(atan(I(I(m(-5.34243654,1))+I(m(-6.34324126,I(x25)))+I(m(-15.24340878,I(x27))))))",4.07382037516461e-18
"I(atan(I(I(m(0.02001334,1))+I(m(-1.56145691,I(I(tanh(I(x15)))*I(x19))))+I(m(3.32577485,I(tanh(I(x15))))))))",2.07107346137276e-18
"I(atan(I(I(m(0.10599371,1))+I(m(-0.00652371,I(x12)))+I(m(4.63428848,I(x20))))))",4.054195881761e-18
"I(atan(I(I(m(0.13677275,1))+I(m(-16.62737777,I(x27)))+I(m(0.35677624,I(x18)))+I(m(-4.74378363,I(gauss(I(x7))))))))",7.46938723793107e-13
"I(atan(I(I(m(0.40709837,1))+I(m(-1.97628334,I(x48)))+I(m(1.44063756,I(tanh(I(x17)))))+I(m(4.26901618,I(tanh(I(x24)))))+I(m(-0.55584976,I(gmedi(I(I(atan(I(atan(I(x21)))))*I(x26)))))))))",7.4649836158129e-17
"I(atan(I(I(m(0.73657884,1))+I(m(2.46783997,I(x7)))+I(m(12.64995489,I(x55))))))",9.72896222518709e-12
"I(atan(I(I(m(2.21680296,1))+I(m(-5.18431879,I(gauss(I(gauss(I(gauss(I(I(x51)*I(x56))))))))))+I(m(-7.23947275,I(atan(I(x25)))))+I(m(0.31353407,I(x13)))+I(m(0.38422684,I(x34))))))",8.39374811458352e-18
"I(atan(I(I(m(2.98895987,1))+I(m(-0.22230136,I(x28)))+I(m(1.83764498,I(x52)))+I(m(1.79471635,I(glquar(I(x15)))))+I(m(0.19752861,I(I(I(I(x12)*I(x49))*I(x16))*I(x48))))+I(m(-5.63716259,I(sin(I(gauss(I(I(m(-0.6048685,1))+I(m(0.22210949,I(I(x56)*I(x23))))+I(m(3.01077074,I(glquar(I(gauss(I(x7)))))))))))))))))",1.08769311917279e-10
"I(atan(I(I(x15)*I(x57))))",1.22477881635096e-09
"I(atan(I(I(x16)*I(x26))))",1.55137417249882e-07
"I(atan(I(I(x17)*I(x25))))",1.07325926705445e-16
"I(atan(I(I(x22)*I(x8))))",4.05120519211971e-18
"I(atan(I(I(x33)*I(glquar(I(x56))))))",1.6860098060989e-12
"I(atan(I(I(x42)*I(gauss(I(x23))))))",9.40288582487857e-67
"I(atan(I(I(x44)*I(x20))))",1.05289664034325e-16
"I(atan(I(I(x46)*I(x49))))",2.33407712005654e-12
"I(atan(I(I(x48)*I(atan(I(x24))))))",1.89706516015675e-13
"I(atan(I(I(x48)*I(x4))))",1.04217580875572e-23
"I(atan(I(I(x5)*I(gauss(I(x39))))))",3.98614257231673e-22
"I(atan(I(I(x51)*I(x26))))",1.48225376229405e-30
"I(atan(I(I(x52)*I(x53))))",4.20254340192718e-44
"I(atan(I(I(x8)*I(x54))))",1.16991948934634e-40
"I(atan(I(sin(I(atan(I(I(m(2.98895987,1))+I(m(-0.22230136,I(x28)))+I(m(1.83764498,I(x52)))+I(m(1.79471635,I(glquar(I(x15)))))+I(m(0.19752861,I(I(I(I(x12)*I(x49))*I(x16))*I(x48))))+I(m(-5.63716259,I(sin(I(gauss(I(I(m(-0.6048685,1))+I(m(0.22210949,I(I(x56)*I(x23))))+I(m(3.01077074,I(glquar(I(gauss(I(x7)))))))))))))))))))))",1.78507399170052e-11
"I(atan(I(sin(I(I(m(-11.97629047,1))+I(m(-96.37230336,I(x41)))+I(m(-1.89425512,I(glquar(I(x28)))))+I(m(-0.5774925,I(x39)))+I(m(0.05704042,I(I(x56)*I(x17)))))))))",4.53202126672624e-05
"I(atan(I(tanh(I(I(m(0.56575,1))+I(m(0.70928791,I(x24)))+I(m(2.21987796,I(tanh(I(I(m(-0.17682964,1))+I(m(-0.32467466,I(x28)))+I(m(2.65256574,I(x53)))))))))))))",3.11663255350879e-11
"I(atan(I(tanh(I(x36)))))",2.28070959978324e-05
"I(atan(I(x1)))",5.46599655893638e-09
"I(atan(I(x10)))",1.67993407766639e-20
"I(atan(I(x11)))",1.88439710414803e-07
"I(atan(I(x14)))",4.25197040804246e-05
"I(atan(I(x15)))",0.0128276787671361
"I(atan(I(x18)))",8.20075190178766e-17
"I(atan(I(x19)))",0.0151153379481315
"I(atan(I(x2)))",3.66202037806479e-28
"I(atan(I(x21)))",5.63373162341579e-09
"I(atan(I(x23)))",9.81769765057949e-07
"I(atan(I(x24)))",2.94777407588751e-05
"I(atan(I(x25)))",2.44861534174013e-05
"I(atan(I(x26)))",1.3813386023381e-10
"I(atan(I(x27)))",3.52864807261501e-19
"I(atan(I(x28)))",6.26294654370586e-07
"I(atan(I(x30)))",2.09656276382809e-13
"I(atan(I(x31)))",7.60481054956275e-33
"I(atan(I(x33)))",2.23251491113343e-05
"I(atan(I(x34)))",4.66039973529514e-09
"I(atan(I(x35)))",3.34016882100996e-36
"I(atan(I(x36)))",1.15469872628878e-07
"I(atan(I(x37)))",3.85092285795356e-19
"I(atan(I(x39)))",2.20138387761511e-12
"I(atan(I(x41)))",2.51769065206193e-22
"I(atan(I(x42)))",5.34997383037389e-07
"I(atan(I(x45)))",8.24179095002254e-17
"I(atan(I(x46)))",2.21808571777877e-05
"I(atan(I(x48)))",4.27879900455951e-07
"I(atan(I(x49)))",4.45059995252895e-05
"I(atan(I(x5)))",2.76168584045534e-21
"I(atan(I(x50)))",0.169557123401729
"I(atan(I(x52)))",4.26136327848171e-05
"I(atan(I(x53)))",5.06998619472818e-07
"I(atan(I(x54)))",2.94727632494168e-05
"I(atan(I(x55)))",1.13431606342383e-06
