"X","x"
"I(atan(I(atan(I(I(x46)*I(x6))))))",8.68015618590125e-21
"I(atan(I(atan(I(x49)))))",4.35421398098778e-20
"I(atan(I(atan(I(x57)))))",1.05008879028581e-34
"I(atan(I(atan(I(x7)))))",5.36000520034817e-17
"I(atan(I(gauss(I(I(m(0.37548148,1))+I(m(0.700183,I(x15)))+I(m(6.72857002,I(x55)))+I(m(3.38840048,I(sin(I(x56))))))))))",4.61744435902931e-20
"I(atan(I(gauss(I(I(x40)*I(x9))))))",5.56111947665173e-11
"I(atan(I(gauss(I(x1)))))",5.99359070830419e-20
"I(atan(I(gauss(I(x25)))))",9.16057278248756e-15
"I(atan(I(I(atan(I(I(m(-0.33295675,1))+I(m(2.13093374,I(x52)))+I(m(0.05896738,I(I(x23)*I(x17)))))))*I(I(x57)*I(x57)))))",5.03568454874456e-26
"I(atan(I(I(gfquar(I(I(x31)*I(x26))))*I(x16))))",1.03399563276355e-26
"I(atan(I(I(gmedi(I(x53)))*I(x32))))",1.49034614030986e-14
"I(atan(I(I(gmedi(I(x56)))*I(x57))))",1.22760465169794e-14
"I(atan(I(I(m(-0.0230714,1))+I(m(2.54950471,I(x7)))+I(m(0.5941831,I(x15)))+I(m(0.59144051,I(x16)))+I(m(-0.21837271,I(x50))))))",0.999997208432571
"I(atan(I(I(m(-0.06267806,1))+I(m(0.37702299,I(x6)))+I(m(2.42479466,I(x23)))+I(m(0.03818031,I(I(x50)*I(x46)))))))",9.33984536235415e-18
"I(atan(I(I(m(-0.29471993,1))+I(m(1.95017069,I(x52)))+I(m(0.74712898,I(x17))))))",0.999997146407713
"I(atan(I(I(m(-0.29482827,1))+I(m(1.57280927,I(atan(I(x21)))))+I(m(0.58659017,I(x17))))))",5.56112019644974e-11
"I(atan(I(I(m(-0.30670196,1))+I(m(2.78674901,I(x4)))+I(m(1.16205006,I(tanh(I(x19))))))))",3.5219501655575e-31
"I(atan(I(I(m(-0.31676148,1))+I(m(-0.23466216,I(x51)))+I(m(-2.36586823,I(gmedi(I(x30))))))))",1.00019651893801e-30
"I(atan(I(I(m(-0.33295675,1))+I(m(2.13093374,I(x52)))+I(m(0.05896738,I(I(x23)*I(x17)))))))",2.28105101999502e-22
"I(atan(I(I(m(-0.37244034,1))+I(m(-0.0922503,I(I(I(x57)*I(x8))*I(x25))))+I(m(0.5877756,I(sin(I(x12))))))))",1.93575830700132e-24
"I(atan(I(I(m(-0.40857835,1))+I(m(1.03165535,I(x57)))+I(m(-1.75041264,I(I(I(x55)*I(x42))*I(x21)))))))",1.07106865336017e-22
"I(atan(I(I(m(-0.44389288,1))+I(m(0.40534164,I(x1)))+I(m(0.03800444,I(I(x50)*I(x46)))))))",1.40833663743036e-17
"I(atan(I(I(m(-0.4650775,1))+I(m(0.32671564,I(x3)))+I(m(0.27586409,I(I(x52)*I(gfquar(I(atan(I(x56)))))))))))",3.60661364963885e-23
"I(atan(I(I(m(-0.46980545,1))+I(m(0.33041463,I(x3)))+I(m(-0.0389349,I(I(x42)*I(x33)))))))",1.86393255752987e-24
"I(atan(I(I(m(-0.57875363,1))+I(m(-0.48403573,I(x36)))+I(m(-0.79637152,I(x45))))))",3.3676288492764e-18
"I(atan(I(I(m(-0.62315528,1))+I(m(-1.47058099,I(x46)))+I(m(0.06741219,I(I(x33)*I(x21)))))))",5.13621846386576e-19
"I(atan(I(I(m(-0.7517953,1))+I(m(-0.28640217,I(x49)))+I(m(-2.36739087,I(x32))))))",7.51432891243607e-15
"I(atan(I(I(m(-0.85043183,1))+I(m(0.62555004,I(x5)))+I(m(-18.08473867,I(I(gmedi(I(x53)))*I(x32))))+I(m(4.16399115,I(tanh(I(tanh(I(x52))))))))))",2.90094584123647e-19
"I(atan(I(I(m(-1.06589325,1))+I(m(-0.28355572,I(x51)))+I(m(-4.07679701,I(tanh(I(x42))))))))",7.94251519812863e-25
"I(atan(I(I(m(-1.9597777,1))+I(m(1.32877017,I(x24)))+I(m(-5.80343364,I(x25)))+I(m(-0.85812596,I(x45))))))",6.98103836119829e-20
"I(atan(I(I(m(-4.26184939,1))+I(m(0.85069333,I(x5)))+I(m(-18.01103534,I(x27))))))",2.28105101964907e-22
"I(atan(I(I(m(-8.11337044,1))+I(m(-55.72707719,I(x31)))+I(m(17.42287308,I(x55)))+I(m(-0.23778996,I(I(x46)*I(x23)))))))",4.41384660584695e-17
"I(atan(I(I(m(-8.33120278,1))+I(m(2.46822525,I(tanh(I(I(m(-0.47234,1))+I(m(0.00711347,I(x12)))+I(m(-0.29814058,I(x51))))))))+I(m(0.309545,I(I(tanh(I(x52)))*I(x9))))+I(m(-56.476416,I(tanh(I(x31))))))))",1.75347209054028e-25
"I(atan(I(I(m(0.28769574,1))+I(m(-0.26287701,I(x28)))+I(m(-1.19124272,I(x48)))+I(m(4.51378301,I(atan(I(x7)))))+I(m(0.26354475,I(x13))))))",5.7650017040993e-21
"I(atan(I(I(m(0.3936483,1))+I(m(0.60898839,I(x21)))+I(m(1.8720034,I(atan(I(I(m(0.06550552,1))+I(m(1.8917403,I(x23)))+I(m(1.97372239,I(x53)))))))))))",1.98716070197636e-22
"I(atan(I(I(m(0.53861946,1))+I(m(-0.00551492,I(x28)))+I(m(1.99668691,I(x52)))+I(m(2.65544108,I(atan(I(I(m(-8.7805423,1))+I(m(-50.45519925,I(x31)))+I(m(-2.06115727,I(x35)))))))))))",1.68611426186298e-14
"I(atan(I(I(m(0.68160182,1))+I(m(-0.88854298,I(x47)))+I(m(0.84055877,I(x57)))+I(m(-1.54387999,I(glquar(I(atan(I(x28)))))))+I(m(2.59897394,I(tanh(I(tanh(I(I(m(-0.83671769,1))+I(m(2.4524117,I(x23)))+I(m(-4.56596096,I(x35)))+I(m(-0.33483278,I(x51)))))))))))))",1.09913976733568e-18
"I(atan(I(I(m(1.27603096,1))+I(m(-0.79221592,I(x37)))+I(m(-2.30510051,I(gauss(I(x6))))))))",8.47937130103332e-22
"I(atan(I(I(tanh(I(x28)))*I(x46))))",0.00121935797330393
"I(atan(I(I(tanh(I(x49)))*I(I(gauss(I(x55)))*I(I(x46)*I(x36))))))",6.37814695050353e-19
"I(atan(I(I(x13)*I(x7))))",1.43598361637424e-12
"I(atan(I(I(x18)*I(x29))))",1.3015932454624e-19
"I(atan(I(I(x20)*I(x35))))",6.48016926093556e-21
"I(atan(I(I(x23)*I(gfquar(I(x56))))))",6.09749768223507e-19
"I(atan(I(I(x29)*I(glquar(I(x54))))))",1.96334276959247e-38
"I(atan(I(I(x42)*I(x28))))",4.28868906429518e-19
"I(atan(I(I(x45)*I(x38))))",1.67107915039925e-28
"I(atan(I(I(x46)*I(x41))))",1.07106946138116e-22
"I(atan(I(I(x46)*I(x6))))",6.35613908410767e-20
"I(atan(I(I(x54)*I(x57))))",3.61369061473903e-23
"I(atan(I(I(x55)*I(x14))))",1.84358630284224e-23
"I(atan(I(sin(I(I(m(-0.35757849,1))+I(m(2.42644547,I(x7)))+I(m(3.00450835,I(glquar(I(x20)))))+I(m(-0.22072007,I(x50))))))))",6.46795794620322e-31
"I(atan(I(sin(I(I(m(-2.00443863,1))+I(m(-6.47356196,I(x25)))+I(m(0.74135341,I(sin(I(x36))))))))))",9.17088378458207e-15
"I(atan(I(sin(I(I(m(0.0633127,1))+I(m(4.55039237,I(x20)))+I(m(-0.43504851,I(x36))))))))",4.63563412675074e-26
"I(atan(I(sin(I(x25)))))",2.2121096444124e-19
"I(atan(I(tanh(I(x40)))))",2.67899939997269e-22
"I(atan(I(tanh(I(x46)))))",6.61762583146772e-20
"I(atan(I(tanh(I(x49)))))",3.987473821479e-17
"I(atan(I(tanh(I(x53)))))",3.53557248310941e-31
"I(atan(I(x1)))",2.73392770131686e-24
"I(atan(I(x10)))",1.77904039866248e-20
"I(atan(I(x11)))",3.18399811330495e-24
"I(atan(I(x12)))",1.64231267830991e-14
"I(atan(I(x14)))",1.68899230040298e-14
"I(atan(I(x15)))",1.68095703294034e-14
"I(atan(I(x17)))",4.96143373595033e-24
"I(atan(I(x19)))",1.62525194848125e-26
"I(atan(I(x2)))",5.57427587184985e-07
"I(atan(I(x20)))",4.90756179528547e-07
"I(atan(I(x21)))",5.56112388555483e-11
"I(atan(I(x23)))",4.68162387264405e-22
"I(atan(I(x24)))",5.55964531696869e-11
"I(atan(I(x25)))",4.61464849123761e-34
"I(atan(I(x26)))",5.56112103207429e-11
"I(atan(I(x27)))",1.05670861688797e-22
"I(atan(I(x28)))",0.989149977727089
"I(atan(I(x30)))",1.34409151667337e-13
"I(atan(I(x31)))",8.48305467040439e-20
"I(atan(I(x33)))",9.64996693222073e-22
"I(atan(I(x34)))",1.37365082991444e-21
"I(atan(I(x35)))",4.67937794821329e-18
"I(atan(I(x36)))",1.18707039426629e-15
"I(atan(I(x37)))",6.6612356353842e-18
"I(atan(I(x38)))",2.81915936366322e-22
"I(atan(I(x4)))",2.29488066732046e-27
"I(atan(I(x40)))",4.33781519830278e-20
"I(atan(I(x41)))",1.47474502772526e-14
"I(atan(I(x42)))",3.70483584055789e-14
"I(atan(I(x43)))",1.64647022604087e-15
"I(atan(I(x46)))",2.95047114424144e-14
"I(atan(I(x47)))",2.18597873043044e-33
"I(atan(I(x48)))",6.66245689891224e-18
"I(atan(I(x49)))",1.62945697987875e-06
"I(atan(I(x5)))",9.52668957387664e-15
"I(atan(I(x50)))",3.22005389625197e-14
"I(atan(I(x51)))",1.17448394582762e-16
"I(atan(I(x52)))",1.91854044022711e-06
"I(atan(I(x53)))",3.96724400634513e-20
"I(atan(I(x54)))",1.50807293087979e-17
"I(atan(I(x55)))",1.53692937508435e-14
"I(atan(I(x57)))",8.08904499101703e-32
"I(atan(I(x6)))",2.41159462215319e-11
"I(atan(I(x7)))",6.17866471405447e-17
"I(atan(I(x9)))",1.11841491870174e-17
"I(gauss(I(atan(I(x6)))))",6.66064667775954e-18
"I(gauss(I(gauss(I(I(m(-0.15823431,1))+I(m(2.43468507,I(x4)))+I(m(1.52732532,I(atan(I(x6))))))))))",1.65164654309549e-21
"I(gauss(I(gauss(I(I(m(-2.03366294,1))+I(m(-0.07101387,I(x2)))+I(m(-6.10217144,I(x25))))))))",1.07694296996932e-37
"I(gauss(I(gauss(I(I(m(-48.97921291,1))+I(m(-5.89629567,I(x25)))+I(m(48.3661335,I(gauss(I(x29))))))))))",2.51249413939352e-17
"I(gauss(I(gauss(I(x19)))))",3.15166892319846e-24
"I(gauss(I(gauss(I(x2)))))",7.72286958573725e-32
"I(gauss(I(gauss(I(x29)))))",1.376397095195e-13
"I(gauss(I(gauss(I(x36)))))",9.52659909661145e-15
"I(gauss(I(I(gauss(I(I(m(-1.09247094,1))+I(m(0.57078576,I(x6)))+I(m(2.53096714,I(glquar(I(x52))))))))*I(x57))))",2.36765329391839e-35
"I(gauss(I(I(gauss(I(x14)))*I(x36))))",3.70421139312216e-14
"I(gauss(I(I(I(x10)*I(x10))*I(x48))))",2.27644460420498e-28
"I(gauss(I(I(I(x24)*I(x52))*I(atan(I(x1))))))",2.43950616065686e-11
"I(gauss(I(I(I(x54)*I(x57))*I(I(x57)*I(x8)))))",1.40083616057914e-23
"I(gauss(I(I(m(-0.14470506,1))+I(m(1.01193319,I(x24)))+I(m(2.32640299,I(x53))))))",1.52952952348456e-21
"I(gauss(I(I(m(-0.16084571,1))+I(m(-0.38673626,I(x51)))+I(m(2.7729216,I(x53))))))",1.11842580176434e-17
"I(gauss(I(I(m(-0.17107827,1))+I(m(2.62183337,I(x53)))+I(m(0.42497424,I(x11))))))",1.37639709519983e-13
"I(gauss(I(I(m(-0.34005105,1))+I(m(0.40593173,I(x1)))+I(m(2.45986612,I(x4))))))",3.15503156604763e-25
"I(gauss(I(I(m(-0.40534867,1))+I(m(0.83665108,I(x8)))+I(m(-0.20897157,I(I(x7)*I(x8)))))))",6.443348007144e-23
"I(gauss(I(I(m(-0.43777612,1))+I(m(-0.10678307,I(glquar(I(I(x9)*I(x56))))))+I(m(0.04555346,I(I(x46)*I(x45)))))))",1.35347510315802e-36
"I(gauss(I(I(m(-0.46401908,1))+I(m(0.01529566,I(x12)))+I(m(-0.03949328,I(I(x21)*I(x28)))))))",7.94604092276102e-18
"I(gauss(I(I(m(-0.54120059,1))+I(m(0.8109412,I(x5)))+I(m(-0.38485858,I(x28)))+I(m(-0.87687479,I(x45))))))",2.75109748698134e-22
"I(gauss(I(I(m(-0.55717825,1))+I(m(0.84255289,I(x5)))+I(m(-1.30589505,I(x33))))))",1.41580405415111e-06
"I(gauss(I(I(m(-0.58806797,1))+I(m(-0.02060301,I(x2)))+I(m(-0.05445854,I(x12)))+I(m(-1.32724901,I(x33)))+I(m(0.58727848,I(x11))))))",9.15145690185217e-16
"I(gauss(I(I(m(-0.59266327,1))+I(m(-0.69811116,I(x45)))+I(m(-0.62165905,I(x43))))))",1.11842578907811e-17
"I(gauss(I(I(m(-0.65126973,1))+I(m(-0.42784616,I(x28)))+I(m(-1.47424703,I(x46))))))",1.07695543998929e-37
"I(gauss(I(I(m(-0.84340766,1))+I(m(2.4643606,I(x23)))+I(m(-4.72324512,I(x35))))))",3.09165669622858e-17
