"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113"
"1","0.359217178296535","0.359217178296535","0.595170884013468","0.000425506591796875","0","0","7.28157239082532e-05","0.000844250057905148","0.000134925764034956","0.000503828664926382",NA,"-0.578763428766023","-0.578763428766023","0.385383522103387","-0.927041161004644","0.181833250890495","-1.09153879472722","0","1","1","957","149","17.3560362307369","7.49448548566891","2.38915805521177","30.977963953582","268.947953696108","97.8453194786255","301.771132000443","0.989661422094925","0.0349808854284673","319.450528482526","102.696926805744","225.673726242379","0.988448520435371","0.0549214945549617","-22.9278996865204","116.683502583641","47.4432","-384.44","-313.8","22","77.1999999999999","107","0.495090059502215","0.0577069745715337","0.0234635014836796","0.316300692383778","0.351236399604352","0.51730959446093","0.544609297725025","0.559347181008902","0.390815860644854","235.200115174201","0.423232174034009","204.894968291859","0.755509235785654","45.0590267780017","2572.72213507395","0.423364162994971","0.497039802590244","0","0.0920704665723099","0.140430345352972","0.268927455645201","0.388079642345678","277.188055908513","0.290750324057257","196.40936380413","0.711862727745828","46.3926302414231","2618.48413985471","0.413996719463069","0.500824939305158","0","0.105159536210424","0.0673262120500856","0.1851796724613","0.170575089193266","2.61243881370573","0.447315613942611","3.3634092798802","0.661332254364554","32.254822919666","993.982856063151","0.836012347695968","1.17030879348913","2.61243881370573","0.575101044093774","0.0928571332593758","0.328190052027741","0.147035127686403","3.59720457433291","0.248723325300715","3.39406113318555","0.61786597639053","32.3519695044473","998.545656327889","0.846944248633243","1.21328488207172","3.59720457433291","0.627821217834947","0.0387921482933505","0.216479184459052","0.693359","0.480746702881","1.44225430116289","2.08009746922286","2","0.5","1.386718","0.721127150581445","1"
"2","0.527563046251499","0.527563046251499","0.75143612848797","0.000425506591796875","0","0","1.74164682064416e-05","0.000654969931548496","0.000431330554890183","0.000456810458201282","0.637735849056604","0.11036407035763","0.11036407035763","1.10628637282101","-0.935423034067937","3.08300329051752","-1.10534200957166","1","1","1","1105","259","26.182695587797","11.4892239366759","0.501826541060254","48.2229868743315","201.625267225669","85.9435382791089","94.4775220870531","0.644266779869146","-0.849808454911062","200.111739107739","88.1725487962871","101.580207452778","0.673042234941255","-0.84799896966362","-642.600904977376","62.157591027715","74.13","-773.92","-749.6","-632","-558","-532.16","0.337521323028871","0.0550067177236416","0.0656017699115044","0.221309734513274","0.24283185840708","0.346902654867257","0.412389380530973","0.435256637168142","1","0","0","1","1","2","4","0","0","0","0","0","0","1","0","0","1","1","2","4","0","0","0","0","0","0","0.0473096374384695","1.1184651043008","0.812036258714726","3.97521505119253","0.655640726545576","21.5135204738604","427.345801164368","1.10363546526964","1.43391533457091","1.1184651043008","0.457752022234223","0.273613394768735","0.604356925561221","0.0394593052362983","1.82482598607889","0.681364155435572","3.86349765289809","0.579285781776569","21.2563805104408","417.147125441065","1.06930640804671","1.48813423382018","1.82482598607889","0.540153674105972","0.165961323806637","0.485903416497889","0.582031","0.338760084961","1.71812154335422","2.95194163773789","1.25","0.8","0.72753875","1.37449723468338","0"
"3","0.469956969461979","0.469956969461979","0.657252078141873","0.00187126929156258","0.000243357957176896","7.306127589148e-05","0.000153599194702672","0.00142785387489417","0.00102112782359635","0.00013921099159339",NA,"-0.120317056768305","-0.120317056768305","0.651072370197093","-0.896065444934398","-0.294873378644242","-1.02767581335386","1","1","1","1448","193","18.4590050605704","5.90310975956781","5.23626081668315","28.2816841878441","359.125274725275","313.866483516484","305.348036796837","0","-0.606666671245793","208.152395923648","135.281486928502","89.925613316466","0.673430890392313","0.725223005322855","-1.25690607734807","123.689214248659","83.0256","-385.59","-280.3","30","145","192.06","0.505307852728583","0.0611112718619858","0.0410205533596838","0.315419960474308","0.367440711462451","0.520750988142292","0.577569169960474","0.600820158102767","0.354968853088503","278.600833175535","0.339874919155159","212.021245260804","0.710394144308176","43.8127248627154","2446.99247290743","0.436368111142225","0.523638878678971","0","0.105580074626569","0.0892463054107628","0.218491433221128","0.33886537461944","353.800995024876","0.140851985559567","206.902236330784","0.63222349789514","44.7213930348259","2432.12331856175","0.423364091502802","0.534191055080586","0","0.125984212592018","0.0156318144482759","0.0915469205013296","0.0569248707400752","3.22817648172695","0.45129873952859","3.94165214688349","0.547143605071267","32.7915167581897","1018.05440882804","1.018635605826","1.50324219402619","3.22817648172695","0.626665755812182","0.0698180457075896","0.321006503447315","0.0564521230222574","4.92454394693201","0.166070607836803","3.95261444986235","0.486819449187594","32.7951907131012","1019.61577247274","0.971773884919017","1.51100975457201","4.92454394693201","0.705511661450087","0.0196720516346289","0.171970392170646","0.80859375","0.653823852539062","1.23671497584541","1.52946393148031","1.5","0.666666666666667","1.212890625","0.824476650563607","0"
"4","0.633051243800603","0.633051243800603","0.825154101641164","0.00238416363049105","0.000127019496322367","4.89659392075732e-05","5.46619657836208e-05","0.00103906543268634","0.00118447926692191","9.83593229613552e-05",NA,"0.545329163317925","0.545329163317925","1.55166515358188","-1.00963446882834","0.297016503095881","-1.18133017245424","1","1","1","1313","256","22.9770190640332","12.2217093037381","2.127500969677","46.9492213500498","196.209927464088","115.509813682264","153.952337892666","0.951392203960958","0.266906779899026","182.300063888158","107.163276335075","127.858523955454","0.966348301544442","0.318062150243665","-10.7098248286367","113.303211410353","48.9258","-406.64","-295.8","29","89","123.399999999999","0.500637438325772","0.0559798475347594","0.0241728260869566","0.30501976284585","0.359782608695652","0.520256916996047","0.549901185770751","0.566897233201581","0.407876084154004","238.54609929078","0.387870197399269","195.84927729158","0.752031081818316","46.4760116812682","2662.78562678557","0.411550141920686","0.486273899709618","0","0.0931546398823023","0.119544917847959","0.244856334592027","0.367614494321255","335.232558139535","0.139174525758568","195.715751433207","0.651525407339361","46.4958139534884","2567.73074942485","0.407851296938267","0.512861760541982","0","0.121318415782472","0.0157356430018334","0.0900067492924333","0.155458955699909","2.84230287859825","0.372770541791729","3.26576003518513","0.656485134451782","32.5077179808094","1007.72139934189","0.861222723360306","1.20267286051248","2.84230287859825","0.5794623795327","0.0736436520003526","0.29640170086126","0.140457760951866","3.68","0.150851245319669","3.16687593293672","0.608842262614082","32.5544186046512","1010.45200704759","0.845358332926943","1.22727838039791","3.68","0.636906336508902","0.0242505400009889","0.172273499048899","0.665","0.442225","1.50375939849624","2.26129232856578","2","0.5","1.33","0.75187969924812","1"
"5","0.421431549369804","0.421431549369804","0.673564651223797","0.000425506591796875","0","0","8.24283443085135e-05","0.000611958281634605","0.000508759381019906","0.000360059921055624","0.917808219178082","-0.316899497418289","-0.316899497418289","0.724352067979034","-0.971718994632754","2.64461577240699","-1.14937180830741","0","1","1","725","236","19.7789873057334","8.50470846484574","0.411366267774312","39.4038164094544","243.961827507143","67.5212866729817","121.629857301553","0.905494962933506","0.0393146343754064","245.216025426103","67.6156644268793","129.250999054969","0.92099813134896","0.0485726924089589","-723.684137931034","52.4804444977087","44.478","-856.04","-820.4","-717","-646","-616.72","0.272025237381309","0.0475366345087941","0.0402880434782609","0.15213768115942","0.184420289855072","0.278079710144928","0.342391304347826","0.368913043478261","1","0","0","1","1","2","4","0","0","0","0","0","0","1","0","0","1","1","2","4","0","0","0","0","0","0","0.046630740813165","1.86340794883508","0.621606603649349","3.4622627757334","0.577070089236805","17.4824120603015","278.020264538456","1.04968187373916","1.49057744220289","1.86340794883508","0.543189173555136","0.142592525281116","0.452285176376349","0.0386533261222282","2.86279069767442","0.42874533446937","3.50570443482963","0.490530074428843","17.4209302325581","276.032565255259","1.02359696724898","1.53966689194549","2.86279069767442","0.610707665184274","0.0789079336849089","0.344688448395128","0.722656","0.522231694336","1.38378426249834","1.91485888513807","2","0.5","1.445312","0.69189213124917","1"
"6","0.821146923419007","0.821146923419007","0.896801911885864","0.00232104730884931","0.000313018999601665","8.98473862318965e-05","6.03045636450338e-05","0.000762630819577223","0.00129836389195849","7.99222578082168e-05","0.169590643274854","1.5241373825275","1.5241373825275","2.16218467680334","-1.17663353031269","-0.394403712222053","-1.2854937720184","1","1","1","2109","363","45.8814520984695","25.2864079652353","5.33062335813029","85.8903433604519","512.503388992941","97.6296968513785","193.603756144361","0","-1.56528950956513","505.180475927918","88.4428100382686","197.442400567265","0.998481334990364","-1.55602665136993","-155.441441441441","433.253858702555","505.5666","-1022","-952","-80","373","403.84","0.596947462926844","0.297768975053303","0.347468453608247","0.0013745704467354","0.0494845360824742","0.648797250859107","0.960137457044673","0.981333333333333","0.36651981342878","152.462662769067","0.682699973425458","241.25","0.841514903566458","33","1868.47978777153","0.443242628593993","0.491001041405951","0","0.0631208590152291","0.368929845934618","0.446294810518315","0.292208683353542","321.147395171537","0.311376309170514","234.180617693168","0.666166948886136","38.3176620076239","2044.21628148087","0.467414903017951","0.568013237020018","0","0.117612662486248","0.0719740147422688","0.203768708855665","0.0052732333208735","16.7900611214456","0.881692092856534","71.959167171663","0.231424824907193","40.8060058463991","1795.60117356768","1.70927240225486","2.51660197766972","16.7900611214456","0.946932586784435","0.235439959775053","0.699350974713573","0.00487310472432427","49.9961880559085","0.51405706269681","52.4424474747687","0.143737595093752","44.7916137229987","2019.88933310197","1.61620716719652","2.52313887500525","49.9961880559085","1.15003536196395","0.136886282990219","0.556587591730586","0.6640625","0.44097900390625","1.50588235294118","2.26768166089965","2","0.5","1.328125","0.752941176470588","0"
"7","0.57846793449327","0.57846793449327","0.783737759012816","0.00285214540435047","0.00013518434229905","5.16967463299511e-05","4.14158270611026e-05","0.000483842865238345","0.00128773495433776","9.36233706590606e-05",NA,"0.316487267093535","0.316487267093535","1.28758272340969","-0.970590679506025","-0.491910677595978","-1.13627383033558","1","1","1","602","146","16.8528159608216","7.02582821066742","5.29510532133646","31.7435753928289","168.144654173858","42.6369740752616","49.9550578519012","0.93722426285617","0.0964993396716649","166.96760152823","40.8375718126503","49.7546863189712","0.897774173374906","0.154072052574448","-730.519933554817","231.074205153921","166.0512","-946.99","-938","-815","-137.200000000002","-26.01","0.163044481358435","0.128374558418845","0.0922506666666667","0.0427833333333333","0.0477777777777778","0.116111111111111","0.492666666666666","0.554438888888889","1","0","0","1","1","2","4","0","0","0","0","0","0","1","0","0","1","1","2","4","0","0","0","0","0","0","0.0934648312563063","4.33609958506224","0.867692768295647","17.386479896849","0.609826289743302","10.4467496542185","146.680483793309","1.20171510636666","1.58603564720829","4.33609958506224","0.666139227860281","0.339933784955497","0.691171961760548","0.0861647873719404","11.7852348993289","0.662208775070082","18.4445545495949","0.545985786129333","9.76286353467562","132.21924370101","1.14739718618588","1.52232518860846","11.7852348993289","0.755410055070091","0.234367829463719","0.57658601046905","0.683594","0.467300756836","1.46285660786958","2.1399494551877","2.5","0.4","1.708985","0.585142643147833","0"
"8","0.640095041306314","0.640095041306314","0.77756595507312","0.000425506591796875","0","0","2.89814507783349e-06","0.000715977853803492","0.00038844139896222","0.000449350784074015","0.522388059701492","0.575776674403085","0.575776674403085","1.25153783976347","-1.0148292615119","-0.760912962132352","-1.1301240436643","1","1","1","1471","142","20.1320967787928","7.00503251378857","9.59687604150439","31.7406084840713","212.080638134936","79.1445937828158","132.722014904652","0.981161561553253","0.00928532139628113","208.464998626371","78.9458547242557","101.074225965529","0.977276314249995","0.0140339922386344","-296.496261046907","198.576213935891","269.8332","-620","-592","-306","4","32","0.669892945628999","0.182851025723657","0.248465193370166","0.372007366482505","0.397790055248619","0.661141804788214","0.946593001841621","0.972375690607735","0.837858306507318","44.7541516245487","0.604464428032517","57.5741172177404","0.953478012864295","5.89458483754513","214.505519428874","0.153225923275709","0.167245009716378","0","0.0197468312316687","0.358823619168117","0.265559975158238","0.802154778235025","68.2191358024691","0.461794019933555","64.3764193720469","0.929086137419471","6.40123456790123","224.031343168792","0.176702337839818","0.198071751112261","0","0.0297084348717389","0.219744129883939","0.218452159045407","0.0100699214117218","4.19747292418773","0.930737967680253","31.3013987866387","0.496580009781601","43.4992779783394","1875.27718157123","1.56755896577251","2.13201650985116","4.19747292418773","0.688488596930565","0.33950623895783","0.762767206207684","0.00809887498094803","11.6057098765432","0.806784799629428","31.0331181353357","0.381316130531587","44.1890432098766","1926.00172621254","1.5571893497904","2.27018000572565","11.6057098765432","0.875108153206028","0.217437768526332","0.652118610750864","0.597656","0.357192694336","1.67320331428113","2.79960933092134","2.5","0.4","1.49414","0.66928132571245","0"
"9","0.78205963465972","0.78205963465972","0.861207109840226","0.00106376647949219","0","0","0","0","1.45883913393374e-05","0.00118090184529622",NA,"1.27770952491183","1.27770952491183","1.8253521980646","-1.13458931762856","-0.945130682552701","-1.22802520287189","1","1","1","2486","280","31.6014761434413","10.035000429334","15.5783425836339","50.5379536353923","274.815477872828","17.0486106112819","95.4487444935981","0.926837374007049","0.0133523563347897","274.823909357368","17.0486433039953","95.3748533821387","0.926873479725751","0.0133124746415211","916.555108608206","40.190181439665","41.5128","820","850","918","982","996","0.958772286861762","0.0198568090116922","0.0205102766798419","0.911067193675889","0.925889328063241","0.959486166007905","0.991106719367589","0.99802371541502","1","0","0","1","1","64","4096","0","0","0","0","0","0","1","0","0","1","1","64","4096","0","0","0","0","0","0","0.174974509490763","0.755414287253529","0.146564901646007","1.44257277952957","0.708274970369572","60.4030815644866","3575.54356961032","0.615719247861039","0.865176673201248","0.755414287253529","0.39199627662263","0.0111234557269226","0.098137156116367","0.166315559877137","0.909010600706714","-0.0144504328605091","1.44803105763588","0.673233215547703","60.4196113074205","3581.10270746259","0.584675075878056","0.868813182882739","0.909010600706714","0.416518621100248","0.000929037957286888","0.0284114338110392","0.673828","0.454044173584","1.48405824631805","2.20242887846461","2.5","0.4","1.68457","0.593623298527221","1"
"10","0.81872617680026","0.81872617680026","0.898838944664303","0.00209453532833079","0.00015239495881565","5.51353574423266e-05","8.62095618123159e-05","0.00126538751012992","0.0011768740509193","0.000115487563048358","0.0209424083769634","1.50774096604737","1.50774096604737","2.18439001490537","-1.17383606078786","1.31222299798275","-1.2892823289085","1","1","1","972","391","48.9264325677353","28.0806422626842","0.969555738710332","95.2882899253536","512.568100709498","70.7226570817754","243.090740691477","0","1.55601652163102","510.14489074218","87.5224442477319","234.595444013965","0.999665560971657","1.56570878025932","120.789094650206","247.286984062065","282.4353","-366.87","-307.9","171.5","448.45","502.45","0.719993141289438","0.155526405070481","0.177632264150943","0.413289308176101","0.450377358490566","0.75188679245283","0.926069182389937","0.96003144654088","0.399009085139101","197.55173599175","0.530322028114012","211.305515498717","0.794644765081341","43.9443107597112","2537.64498573465","0.424491599568497","0.486374011877559","0","0.0793984413199492","0.220839304877638","0.337250944523149","0.255026664405374","479.295739348371","-0.00762051002214477","238.835442302498","0.501771580718949","36.1077694235589","1743.69816852498","0.447537530547395","0.597675297808378","0","0.150347318307151","4.22014398894539e-05","0.00502224773175692","0.00868790577859563","9.17978686833964","0.76030576372577","20.1489520378725","0.3003598780219","44.8429013406669","1946.32646302524","1.49650077796637","2.14247298514326","9.17978686833964","0.797931215140329","0.248604298355917","0.67504664379338","0.0114634958323126","32.6791979949875","0.133830486328714","19.864204684644","0.219484182628529","42.6541353383459","1744.54109606273","1.40169934579941","2.0670236280813","32.6791979949875","0.959168995767738","0.258800223629611","0.677543685378494","0.6640625","0.44097900390625","1.50588235294118","2.26768166089965","1.8","0.555555555555555","1.1953125","0.836601307189542","0"
