-2772.846756689722,5548.8764791078,5542.376945045065,0,0,0,1,0,0,0,0,0,0,0,0
-2740.69428737503,5480.509621004837,5467.562136685444,0,0,0,1,0,0,0,0,0,0,0,0
-2293.198153539279,4584.105327412189,4572.575298883678,0,0,0,1,0,0,0,0,0,0,0,0
-2138.207677282511,4267.378705036429,4255.271963685349,0,0,0,1,0,0,0,0,0,0,0,1.253444543499242e-320
-2626.852242127459,5252.427275280187,5240.761318985559,0,0,0,1,0,0,0,0,0,0,0,0
-2630.409989287511,5255.94653261529,5237.579845766429,0,0,0,1,0,0,0,0,0,0,0,0
-2281.668099189363,4557.423502068242,4540.091256894794,0,0,0,1,0,0,0,0,0,0,0,0
-2027.926022064597,4042.812236501717,4025.288920347069,0,0,0,1,0,0,0,0,0,0,0,9.833413845498564e-273
-2606.099334866814,5211.021805701318,5198.374591535741,0,0,0,1,0,0,0,0,0,0,0,0
-2512.143374031526,5017.476051268977,5004.831984861958,0,0,0,1,0,0,0,0,0,0,0,0
-2233.733228010531,4458.857319515908,4446.525428898758,0,0,0,1,0,0,0,0,0,0,0,0
-2139.762371813997,4265.314272435507,4252.982802694137,0,0,0,1,0,0,0,0,0,0,0,2.648191861709081e-321
-2566.887046256896,5128.938751654029,5110.533565982234,0,0,0,1,0,0,0,0,0,0,0,0
-2401.862570023621,4792.909289375493,4774.848912673633,0,0,0,1,0,0,0,0,0,0,0,0
-2194.522250384263,4376.77423682881,4358.684405389326,0,0,0,1,0,0,0,0,0,0,0,0
-2029.481619157341,4040.747507963594,4022.99973439952,0,0,0,1,0,0,0,0,0,0,0,2.075472979381542e-273
-2772.966717542935,5545.75514533815,5532.265304783105,0,0,0,1,0,0,0,0,0,0,0,0
-2742.670519985906,5480.656313192785,5461.260857100039,0,0,0,1,0,0,0,0,0,0,0,0
-2215.085518239071,4423.962445385426,4406.88041399173,0,0,0,1,0,0,0,0,0,0,0,0
-2035.493220863218,4057.809376390492,4040.429093418946,0,0,0,1,0,0,0,0,0,0,0,5.085242118799094e-276
-2566.888038131974,5128.93872269129,5110.533569153356,0,0,0,1,0,0,0,0,0,0,0,0
-2401.884270105154,4792.904433668485,4774.847834328007,0,0,0,1,0,0,0,0,0,0,0,0
-2194.523665626464,4376.773690166179,4358.684202051757,0,0,0,1,0,0,0,0,0,0,0,0
-2029.48562713834,4040.744910705553,4022.998369711479,0,0,0,1,0,0,0,0,0,0,0,2.067171170975283e-273
-2566.888207745553,5128.938665096637,5110.533556481927,0,0,0,1,0,0,0,0,0,0,0,0
-2401.871545212607,4792.908188530114,4774.848863020305,0,0,0,1,0,0,0,0,0,0,0,0
-2194.520007405252,4376.774418169975,4358.684395751723,0,0,0,1,0,0,0,0,0,0,0,0
-2029.485116897238,4040.746797894392,4022.999688482831,0,0,0,1,0,0,0,0,0,0,0,2.068226195806049e-273
-2567.436206352602,5128.938815907571,5110.533580328412,0,0,0,1,0,0,0,0,0,0,0,0
-2402.409406406914,4792.910317886191,4774.849273508599,0,0,0,1,0,0,0,0,0,0,0,0
-2195.069203533007,4376.774648548145,4358.684489481924,0,0,0,1,0,0,0,0,0,0,0,0
-2030.030713791288,4040.748021773228,4023.000183062152,0,0,0,1,0,0,0,0,0,0,0,1.198528357731534e-273
-2775.647618303943,5550.095991362396,5538.519507474803,0,0,0,1,0,0,0,0,0,0,0,0
