"","x"
"1",3.11189640262052e-16
"2",5.21710505452698e-34
"3",1.69297569887706e-26
"4",0.00264961781152819
"5",8.95974730268469e-28
"6",1.20256470834555e-19
"7",1.2313920582629e-09
"8",4.77808715758848e-08
"9",0.00225091821991739
"10",1.62407655121915e-31
"11",2.36845530701098e-07
"12",6.63698978326136e-06
"13",4.27177433633873e-25
"14",0.00105666634278896
"15",1.82052993715221e-22
"16",0.0558071405749135
"17",7.44084946981755e-28
"18",1.14412082151007e-11
"19",0.00255357643648628
"20",0.000149048889218783
"21",1.57471888489502e-12
"22",0.000821782302912526
"23",1.47241778912436e-33
"24",1.00865994478526e-32
"25",1.94913226573036e-10
"26",0.000390750968073447
"27",0.00772003946956999
"28",7.31859211354088e-16
"29",9.44589815163961e-06
"30",4.233561515209e-28
"31",3.31151316835122e-07
"32",0.079237453842394
"33",0.662309565208772
"34",0.473809229494052
"35",0.101219704609283
"36",9.64844124726934e-09
"37",5.81247414654533e-07
"38",2.34794044109496e-26
"39",1.27537126006427e-26
"40",0.99847750281412
"41",6.84638807798273e-29
"42",0.657265385711464
"43",1.16165489207463e-05
"44",2.92522798824194e-10
"45",0.00698853688882333
"46",1.13415466498512e-13
"47",2.72969785097696e-07
"48",0.989906180347805
"49",6.2614046861147e-24
"50",2.09476297014189e-13
"51",4.82463963239546e-28
"52",0.0174840477614537
"53",7.75912661538665e-16
"54",0.00676877005343802
"55",4.61214074779521e-10
"56",8.07399870591309e-12
"57",0.531534919411966
"58",7.49050753533666e-19
"59",2.65508929428687e-05
"60",8.93769665552707e-10
"61",2.54248230703478e-15
"62",1.01973491085443e-19
"63",0.0300781430412492
"64",1.25708087086833e-23
"65",5.90263955643203e-07
"66",1.0723534776569e-19
"67",1.34978800542641e-09
"68",5.99728625694099e-07
"69",0.00675350634429146
"70",0.00103352075593294
"71",1.31765725006313e-06
"72",0.000597856904793819
"73",0.99981470566872
"74",8.74710413043184e-06
"75",0.648692735178
"76",0.000415848252667117
"77",0.134159752975661
"78",0.999816397674053
"79",3.68656163292154e-17
"80",5.46910240927449e-14
"81",0.115557552134742
"82",0.000607882554491388
"83",0.866855878775183
"84",0.524227049271422
"85",2.63614943903422e-22
"86",0.474864835233349
"87",0.00312348752403258
"88",0.00225119003977604
"89",0.469467666321927
"90",0.641953375733829
"91",1.16790508848619e-10
"92",3.91268499083377e-18
"93",0.000695194098548936
"94",2.48319332104766e-15
"95",2.61914873958196e-26
"96",2.2159313050364e-06
"97",4.42129226503283e-08
"98",0.0343644431885011
"99",6.92751433294422e-14
"100",0.112702426444816
"101",2.73039500778288e-14
"102",1.81585750345033e-05
"103",0.00315758953372451
"104",9.69630902604062e-32
"105",1.80366275085171e-05
"106",5.47343779035321e-15
"107",1.3459817342472e-23
"108",0.00227145046662202
"109",0.522557292010925
"110",2.48487004676022e-18
"111",0.472283525631052
"112",0.00905247098875937
"113",1.11081107368826e-13
"114",5.56427723998065e-26
"115",0.000910791225536077
"116",0.453594553952698
"117",0.00692297015469392
"118",0.608359812433966
"119",0.989106192459521
"120",0.000388597011651416
"121",8.87763529901322e-05
"122",0.116457212302888
"123",1.43628854616536e-05
"124",4.86731176117064e-07
"125",1.98607975552183e-10
"126",0.928777462121728
"127",0.347723800947615
"128",3.47058647359088e-09
"129",2.09228931420569e-14
"130",6.04060326357129e-16
"131",4.23701321798166e-05
"132",1.83918448147199e-08
"133",0.00361159883214431
"134",6.321021252068e-12
"135",0.0365737643624809
"136",1.10596560938996e-28
"137",0.0862026584021202
"138",5.42215144932383e-31
"139",0.641458213851188
"140",0.139565968302447
"141",0.999183227209613
"142",2.24150896028675e-28
"143",6.31869600542505e-20
"144",0.657537352620969
"145",4.1366937896559e-07
"146",9.21623251166917e-29
"147",1.1325524905045e-11
"148",1.91024358074328e-27
"149",9.1966179674866e-24
"150",9.7424268548526e-05
"151",8.82506948177694e-32
"152",0.00224996192013182
"153",1.71861861392529e-14
"154",0.634717153626872
"155",0.00849614118805146
"156",7.24270824491132e-06
"157",0.116456920699527
"158",3.50549804222835e-11
"159",0.00318194784721454
"160",0.000465616659364004
"161",0.461204601599953
"162",9.97369755628812e-26
