"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30"
"1",0.929577464788732,0.953051643192488,0.953051643192488,0.960093896713615,0.97887323943662,0.976525821596244,0.971830985915493,0.957746478873239,0.948356807511737,0.626760563380282,0.0245398773006135,0.0304878048780488,0.0421686746987952,0.0479041916167665,0.0479041916167665,0.0591715976331361,0.0701754385964912,0.101694915254237,0.121546961325967,0.5,0.0887372013651877,0.0531914893617021,0.0464285714285714,0.0326086956521739,0.00373134328358209,0,0,0,0,0
"2",0.931924882629108,0.94131455399061,0.953051643192488,0.962441314553991,0.97887323943662,0.97887323943662,0.969483568075117,0.962441314553991,0.943661971830986,0.626760563380282,0.0245398773006135,0.0421686746987952,0.0479041916167665,0.0479041916167665,0.0479041916167665,0.0535714285714286,0.0755813953488372,0.0914285714285714,0.131147540983607,0.5,0.0856164383561644,0.0631578947368421,0.043010752688172,0.0290909090909091,0.00373134328358209,0,0,0,0,0
"3",0.929577464788732,0.943661971830986,0.953051643192488,0.962441314553991,0.976525821596244,0.976525821596244,0.969483568075117,0.960093896713615,0.943661971830986,0.626760563380282,0.0304878048780488,0.0421686746987952,0.0479041916167665,0.0479041916167665,0.0479041916167665,0.0591715976331361,0.0755813953488372,0.0965909090909091,0.131147540983607,0.5,0.0856164383561644,0.0598591549295775,0.043010752688172,0.0290909090909091,0.00743494423791822,0,0,0,0,0
"4",0.929577464788732,0.946009389671362,0.953051643192488,0.967136150234742,0.974178403755869,0.974178403755869,0.969483568075117,0.957746478873239,0.950704225352113,0.626760563380282,0.0245398773006135,0.0421686746987952,0.0479041916167665,0.0479041916167665,0.0535714285714286,0.0647058823529412,0.0755813953488372,0.101694915254237,0.116666666666667,0.5,0.0887372013651877,0.0565371024734982,0.043010752688172,0.021978021978022,0.00743494423791822,0,0,0,0,0
"5",0.936619718309859,0.946009389671362,0.955399061032864,0.962441314553991,0.974178403755869,0.97887323943662,0.971830985915493,0.964788732394366,0.94131455399061,0.626760563380282,0.0304878048780488,0.0421686746987952,0.0479041916167665,0.0479041916167665,0.0479041916167665,0.0535714285714286,0.0701754385964912,0.0862068965517241,0.135869565217391,0.5,0.0761245674740484,0.0565371024734982,0.039568345323741,0.0290909090909091,0.0111111111111111,0,0,0,0,0
"6",0.934272300469484,0.950704225352113,0.953051643192488,0.960093896713615,0.969483568075117,0.976525821596244,0.971830985915493,0.962441314553991,0.953051643192488,0.626760563380282,0.0245398773006135,0.0421686746987952,0.0479041916167665,0.0479041916167665,0.0479041916167665,0.0535714285714286,0.0701754385964912,0.0914285714285714,0.111731843575419,0.5,0.0824742268041237,0.0498220640569395,0.043010752688172,0.0326086956521739,0.0183823529411765,0.00373134328358209,0,0,0,0
"7",0.931924882629108,0.948356807511737,0.953051643192488,0.957746478873239,0.969483568075117,0.97887323943662,0.974178403755869,0.964788732394366,0.946009389671362,0.626760563380282,0.0304878048780488,0.0421686746987952,0.0479041916167665,0.0479041916167665,0.0479041916167665,0.0479041916167665,0.0647058823529412,0.0862068965517241,0.126373626373626,0.5,0.0824742268041237,0.0531914893617021,0.043010752688172,0.036101083032491,0.0183823529411765,0.00373134328358209,0,0,0,0
"8",0.931924882629108,0.943661971830986,0.953051643192488,0.962441314553991,0.974178403755869,0.976525821596244,0.969483568075117,0.960093896713615,0.948356807511737,0.626760563380282,0.0304878048780488,0.0421686746987952,0.0479041916167665,0.0479041916167665,0.0479041916167665,0.0591715976331361,0.0755813953488372,0.0965909090909091,0.121546961325967,0.5,0.0824742268041237,0.0598591549295775,0.043010752688172,0.0290909090909091,0.0111111111111111,0,0,0,0,0
"9",0.929577464788732,0.946009389671362,0.950704225352113,0.962441314553991,0.976525821596244,0.974178403755869,0.969483568075117,0.960093896713615,0.946009389671362,0.626760563380282,0.0304878048780488,0.0421686746987952,0.0479041916167665,0.0479041916167665,0.0479041916167665,0.0647058823529412,0.0755813953488372,0.0965909090909091,0.126373626373626,0.5,0.0856164383561644,0.0565371024734982,0.0464285714285714,0.0290909090909091,0.00743494423791822,0,0,0,0,0
"10",0.927230046948357,0.943661971830986,0.950704225352113,0.962441314553991,0.981220657276995,0.97887323943662,0.969483568075117,0.960093896713615,0.943661971830986,0.626760563380282,0.0304878048780488,0.0421686746987952,0.0479041916167665,0.0479041916167665,0.0479041916167665,0.0535714285714286,0.0755813953488372,0.0965909090909091,0.131147540983607,0.5,0.0887372013651877,0.0598591549295775,0.0464285714285714,0.0290909090909091,0,0,0,0,0,0
