"posterior","tree"
0.999999999999999,"I(V7)"
0.999999999999999,"I(V8)"
0.999999999999999,"I(((V9))&((V2)))"
0.999999999999999,"I(((V19))&((V50)))"
0.999999999999999,"I(((V21))&((V18)))"
0.999999999999999,"I(((V11))&((V13)))"
0.999999999999999,"I(((V30))&((((V4))&((((V17))&((V10)))))))"
0.999999999999999,"I(((V13))&((((V19))&((V50)))))"
0.999999999999999,"I(((V3))&((((V27))&((V1)))))"
0.999999999999999,"I(((((((V37))&((V12))))))&((V20)))"
0.999999999999999,"I(((V11))&((((V19))&((V50)))))"
0.999999972659252,"I(V13)"
0.999999392532077,"I(V11)"
