"posterior","tree"
0.999999999999998,"I(V8)"
0.999999999999998,"I(((V18))&((V21)))"
0.999999999999998,"I(((V19))&((V50)))"
0.999999999999998,"I(((((V19))&((V50))))&((V13)))"
0.999999999999998,"I(((V1))&((((V3))&((V27)))))"
0.999999999999998,"I(((V37))&((((V12))&((V20)))))"
0.999999999999998,"I(((V2))&((V9)))"
0.999999999999998,"I(V7)"
0.999999999999998,"I(((V11))&((V13)))"
0.999999999999998,"I(((((((V4))&((V30))))&((V17))))&((((V10))&((V30)))))"
0.999999999999998,"I(((((V19))&((V13))))&((V11)))"
0.999991988613955,"I(V19)"
0.936850806770988,"I(((((((V19))&((V50))))&((V25))))&((((V11))&((V19)))))"
0.93200040321552,"I(((((V19))&((V50))))&((V25)))"
0.85673033124276,"I(V13)"
