"posterior","tree"
0.999999999999996,"I(V8)"
0.999999999999996,"I(((V2))&((((V9)))))"
0.999999999999996,"I(V7)"
0.999999999999996,"I(((((V10))&((V4))))&((V17)))"
0.999999999999996,"I(((V18))&((V21)))"
0.999999999999996,"I(((((V50))))&((V19)))"
0.999999999999996,"I(((((V37))&((((V12))&((V20)))))))"
0.999999999999996,"I(((V13))&((V11)))"
0.999999999999996,"I(((((V3))&((V1))))&((((((V30))|((V1))))&((V27)))))"
0.999999999999996,"I(((((((((V13))&((V50))))&((V19))))&((V11)))))"
0.999999999999994,"I(((V30))&((V10)))"
0.999985835707935,"I(V10)"
