"posterior","tree"
0.999999999999998,"I(V7)"
0.999999999999998,"I(V8)"
0.999999999999998,"I(((V50))&((V19)))"
0.999999999999704,"I(((((V1))&((V27))))&((V3)))"
0.999999999999704,"I(((V2))&((V9)))"
0.999999999999704,"I(((((V17))&((((V10))&((V30))))))&((V4)))"
0.999999999999704,"I(((V18))&((V21)))"
0.999999999999704,"I(((V13))&((V11)))"
0.999999999999704,"I(((((V13))&((V11))))&((V19)))"
0.999999999999704,"I(((((V12))&((V37))))&((V20)))"
0.999999999993348,"I(((((V50))&((V7))))&((((((V13))&((V11))))&((V19)))))"
0.998227331779184,"I(V19)"
0.183100460449769,"I(((V7))&((((V13))&((V11)))))"
