"posterior","tree"
0.999999999999999,"I(((V18))&((V21)))"
0.999999999999999,"I(((((V1))&((V3))))&((V27)))"
0.999999999999999,"I(V8)"
0.999999999999999,"I(V7)"
0.999999999999999,"I(((V19))&((V50)))"
0.999999999999999,"I(((V4))&((((V30))&((V17)))))"
0.999999999999999,"I(((((V4))&((((V30))&((V17))))))&((((V7))&((V10)))))"
0.999999999999999,"I(((((V20))&((V12))))&((V37)))"
0.999999999999999,"I(((V9))&((V2)))"
0.999999999999999,"I(((V11))&((V13)))"
0.999999999999999,"I(((((V13))&((((V19))&((V50))))))&((V11)))"
