"posterior","tree"
0.999999999999999,"I(((V50))&((V19)))"
0.999999999999998,"I(V7)"
0.999999999999952,"I(V8)"
0.99999999999105,"I(((V2))&((V9)))"
0.99999999999105,"I(((((V1))&((V27))))&((V3)))"
0.99999999999105,"I(((V11))&((V13)))"
0.99999999999105,"I(((((V11))&((V13))))&((((((V19))))&((V50)))))"
0.957813114001186,"I(V21)"
0.957767013038773,"I(V18)"
0.957762010385917,"I(V20)"
0.957733806810477,"I(((V18))|((V21)))"
0.957733806810477,"I(((V20))|((((((V37))&((V12)))))))"
0.957733806810477,"I(((((V11))|((V17))))&((((V4))&((V10)))))"
0.957733806810477,"I(((V37))&((V12)))"
0.890382161483528,"I(((((V11))&((((V4))&((V10)))))))"
0.640267345247934,"I(((V13))&((V30)))"
