"posterior","tree"
0.999999999999997,"I(V8)"
0.999999999999997,"I(((V11))&((V13)))"
0.999999999999997,"I(V7)"
0.999999999999997,"I(((V2))&((V9)))"
0.999999999999904,"I(((V19))&((V50)))"
0.999997629641385,"I(((V18))&((V21)))"
0.999997629641292,"I(((V27))&((((V1))&((V3)))))"
0.999997629641292,"I(((((V12))&((V37))))&((V20)))"
0.999997629641292,"I(((V19))&((((((V11))&((V13))))&((V50)))))"
0.99997064947304,"I(V17)"
0.999970628371392,"I(((V4))&((V17)))"
0.999970628371392,"I(((((V17))&((V30))))&((V10)))"
