"posterior","tree"
0.999999999999999,"I(V7)"
0.999999999999999,"I(V8)"
0.999999999999999,"I(((V9))&((V2)))"
0.999999999972491,"I(((V18))&((V21)))"
0.999251566756987,"I(V10)"
0.999251174678164,"I(V20)"
0.999251132371947,"I(V17)"
0.999250692612776,"I(((V19))&((V50)))"
0.999250692612776,"I(((V13))&((V11)))"
0.999250692612776,"I(((((V13))&((V11))))&((((V19))&((V50)))))"
0.999250692585268,"I(((((V12))&((V37))))|((V20)))"
0.999250692585268,"I(((V17))|((((V30))&((V4)))))"
0.999250692585268,"I(((V12))&((V37)))"
0.999250692585268,"I(((V30))&((V4)))"
0.999250692585268,"I(((V10))&((V17)))"
0.999250692585268,"I(((V27))&((((V3))&((V1)))))"
0.999250692585268,"I(((V30))&((V10)))"
0.999250690575374,"I(((V10))&((V4)))"
0.160120680423115,"I(V30)"
