"posterior","tree"
0.999999999999997,"I(V8)"
0.999999999999997,"I(((V50))&((V19)))"
0.999999999999997,"I(V7)"
0.999999999999997,"I(((V11))&((V13)))"
0.999999999999997,"I(((((((((V50))&((V19))))&((V11))))&((V13)))))"
0.999999999999997,"I(((V20))&((((V12))&((V37)))))"
0.999999999999997,"I(((((V17))&((V30))))&((V4)))"
0.999999999999997,"I(((((((V17))&((V30))))&((V4))))&((V14)))"
0.999999999999997,"I(((V21))&((V18)))"
0.999999999999997,"I(((V2))&((V9)))"
0.999999999999997,"I(((((((((V17))&((V30))))&((V4))))&((V14))))&((V10)))"
0.999999999999997,"I(((((V27))&((V3))))&((V1)))"
