"posterior","tree"
0.999999999999996,"I(V8)"
0.999999999999996,"I(((V2))&((V9)))"
0.999999999999996,"I(V7)"
0.999998846762864,"I(((V27))&((((V3))&((V1)))))"
0.999998846762864,"I(((((V20))&((((V12))&((V37)))))))"
0.549993649626487,"I(V18)"
0.549920968923655,"I(V17)"
0.549884443534912,"I(V21)"
0.549647657807919,"I(((V13))&((V11)))"
0.54964650457084,"I(((V21))|((V18)))"
0.54964650457084,"I(((((V30))&((V10))))&((V4)))"
0.54964650457084,"I(((V50))&((V19)))"
0.54964650457084,"I(((((V50))&((V19))))&((((V13))&((V11)))))"
0.450353495429103,"I(((V17))&((V4)))"
0.450352342192077,"I(((V21))&((V18)))"
0.450352342192024,"I(((((V19))&((V50))))|((((V13))&((V11)))))"
0.450352342192024,"I(((V10))&((V30)))"
