"posterior","tree"
0.999999999999997,"I(((((V19))&((V50))))|((V11)))"
0.999999999999997,"I(((V19))&((V50)))"
0.999999999999997,"I(((((V20))&((V37))))&((V12)))"
0.999999999999997,"I(((V18))&((V21)))"
0.999999999999997,"I(((V11))|((V13)))"
0.999999999999997,"I(V11)"
0.999999999999997,"I(V13)"
0.999999999999997,"I(((V13))&((((V19))&((V50)))))"
0.999999999999997,"I(V7)"
0.999999999999997,"I(((V2))&((V9)))"
0.999999999999997,"I(((V27))&((((V3))&((V1)))))"
0.999999999999997,"I(((((((V4))))&((((V10))&((V30))))))&((V17)))"
0.999999999999997,"I(V8)"
