"posterior","tree"
0.999999999999993,"I(V7)"
0.999999999999993,"I(((V18))&((V21)))"
0.999999999999993,"I(V8)"
0.999999999999988,"I(((V3))&((((V27))&((V1)))))"
0.999999999999988,"I(((V2))&((V9)))"
0.999999999999988,"I(((V19))&((V50)))"
0.999999999999988,"I(((V11))&((V13)))"
0.999999999999988,"I(((((V12))&((V37))))&((V20)))"
0.999999999999988,"I(((((((V19))&((V50))))))&((((((V11))&((V13)))))))"
0.999403378943401,"I(((((V30))&((V17))))&((V10)))"
0.830180841012581,"I(((V9))&((V4)))"
0.155500240406512,"I(((V7))|((V4)))"
0.0810781138087675,"I(V2)"
