"posterior","tree"
0.999999999999998,"I(V7)"
0.999999999999998,"I(((V2))&((V9)))"
0.999999999999998,"I(V8)"
0.999999999932922,"I(((V18))&((V21)))"
0.99999957251446,"I(((V19))&((V50)))"
0.999999572447384,"I(((V30))&((((V4))&((V10)))))"
0.999999572447384,"I(((((V1))&((V3))))&((V27)))"
0.999999572447384,"I(((V13))&((V11)))"
0.999999572447384,"I(((V12))&((((V20))&((V37)))))"
0.62215544120499,"I(((((V50))&((V19))))&((((V13))&((V11)))))"
0.378560266535461,"I(V19)"
0.377844131242394,"I(((((V4))&((V17))))|((((V30))&((((V4))&((V10)))))))"
0.377844131242394,"I(((V4))&((V17)))"
0.377844131242394,"I(((((V13))&((V11))))&((V19)))"
