"posterior","tree"
0.999999999999998,"I(((V19))&((V50)))"
0.999999999999998,"I(V8)"
0.999999999999998,"I(V7)"
0.999999999999998,"I(((((V27))&((V3))))&((V1)))"
0.999999999999998,"I(((V9))&((V2)))"
0.999999999999998,"I(((V20))&((((V12))&((V37)))))"
0.999999999999998,"I(((V21))&((V18)))"
0.515687034709954,"I(V11)"
0.515686389361104,"I(V13)"
0.515432656183969,"I(((((((V19))&((V50))))|((V13)))))"
0.515432656183969,"I(((V11))|((V13)))"
0.515432656183969,"I(((((((V17))&((V30))))&((V4))))&((V10)))"
0.484567343816029,"I(((V11))&((V13)))"
0.484567343816029,"I(((((V11))&((V13))))&((((V19))&((V50)))))"
0.484567343816029,"I(((V17))&((((V4))&((V30)))))"
