"posterior","tree"
0.999999999999999,"I(V8)"
0.999999999999999,"I(((V19))&((V50)))"
0.999999999999999,"I(V7)"
0.999999999999999,"I(((V13))&((V11)))"
0.999999999999998,"I(((V21))&((V18)))"
0.999999999853836,"I(((V12))&((((V37))&((V20)))))"
0.999999999853834,"I(((V2))&((V9)))"
0.999999999853834,"I(((V1))&((((V27))&((V3)))))"
0.934255788423953,"I(V11)"
0.934224225857432,"I(((V11))&((((V50))&((V19)))))"
0.934224225857432,"I(((((((V30))&((V4))))&((((V17))&((V10)))))))"
0.0667927921084205,"I(V4)"
0.0657757739964015,"I(((V4))|((((V17))&((V30)))))"
0.0657757739964015,"I(((((V11))&((((V19))&((V50))))))&((((V13)))))"
0.0657757739964015,"I(((((V17))&((V30)))))"
0.0657757739964015,"I(((((V30))&((V10))))&((V17)))"
