"posterior","tree"
0.999999999999998,"I(V8)"
0.999999999999998,"I(((V11))&((V13)))"
0.999999999999998,"I(V7)"
0.999999967914993,"I(((V2))&((V9)))"
0.999999967914993,"I(((((V10))&((V30))))&((((V4))&((V17)))))"
0.999999967914993,"I(((V50))&((V19)))"
0.999999967914993,"I(((V13))&((((V50))&((V19)))))"
0.999999967914993,"I(((((V50))&((V19))))&((V11)))"
0.999999967914993,"I(((V18))&((V21)))"
0.999999967914993,"I(((((V3))&((V1))))&((V27)))"
0.999999967914993,"I(((V20))&((((V12))&((V37)))))"
0.999905537292708,"I(V11)"
0.999709540009158,"I(V13)"
