"posterior","tree"
1,"I(((V18))&((V21)))"
0.999999999999996,"I(V8)"
0.999999999999996,"I(V7)"
0.999999999999993,"I(((V2))&((V9)))"
0.999999999999993,"I(((((V1))&((V27))))&((V3)))"
0.999999999999993,"I(((((V37))&((V12))))&((V20)))"
0.944040625568324,"I(((V19))&((V50)))"
0.944040625568324,"I(((((V30))&((V17))))&((V10)))"
0.944040625568321,"I(((V11))&((V13)))"
0.944040625568321,"I(((((V19))&((V50))))&((((((V11))&((V13)))))))"
0.0564538553136459,"I(V13)"
0.055959374431672,"I(((((V13))|((((V19))&((V50)))))))"
0.055959374431672,"I(((V13))&((((V11))|((((V19))&((V50)))))))"
0.055959374431672,"I(((((V30))&((V4))))&((V10)))"
