"posterior","tree"
0.999999999999999,"I(V8)"
0.999999999999999,"I(((((V27))&((V3))))&((V1)))"
0.999999999999999,"I(((V21))&((V18)))"
0.999999999999999,"I(((V2))&((V9)))"
0.999999999999999,"I(((V11))&((V13)))"
0.999999999999999,"I(((((V10))&((V4))))&((V30)))"
0.999999999999999,"I(((((V12))&((V37))))&((((V20)))))"
0.999999999999999,"I(V7)"
0.999999999999999,"I(((V19))&((V50)))"
0.999999999999999,"I(((((((V19))&((V50))))&((((V11))&((V13)))))))"
0.748091210037879,"I(((V1))|((V17)))"
0.0955882649238269,"I(V1)"
