"posterior","tree"
0.999999999999997,"I(((V13))&((V11)))"
0.999999999999997,"I(((((V18))&((V21)))))"
0.999999999999997,"I(((V3))&((((V1))&((V27)))))"
0.999999999999997,"I(((V19))&((V50)))"
0.999999999999997,"I(((((V17))&((V30))))&((((V4))&((V10)))))"
0.999999999999997,"I(((((V13))&((V11))))&((((V19))&((V50)))))"
0.999999999999997,"I(((V9))&((V2)))"
0.999999999999997,"I(((((V37))&((V20))))&((V12)))"
0.999999999999996,"I(V7)"
0.999999999999989,"I(((V7))&((V8)))"
0.999999967003703,"I(((V1))|((V8)))"
0.963486246266034,"I(V1)"
