"posterior","tree"
1,"I(((((V4))&((V30))))&((V10)))"
0.999999999999996,"I(V8)"
0.999999999999996,"I(V7)"
0.999999999999996,"I(((V18))&((V21)))"
0.999999999999996,"I(((V9))&((V2)))"
0.999999999999996,"I(((V3))&((((V27))&((V1)))))"
0.999999999999996,"I(((((V37))&((((V12))&((V20)))))))"
0.999712310388046,"I(V19)"
0.999712076268867,"I(((((((V19))|((V50)))))))"
0.999712076268867,"I(((((V19))&((((V13))&((V11))))))|((V50)))"
0.999712076268867,"I(((V13))&((V11)))"
0.999712076268867,"I(((V19))&((((V13))&((V11)))))"
