"posterior","tree"
0.999999999999994,"I(V7)"
0.999999999999994,"I(V8)"
0.999999999999994,"I(((V2))&((V9)))"
0.999999999999994,"I(((V13))&((V11)))"
0.99999999999809,"I(((V17))&((((((V10))&((V30)))))))"
0.99999999999809,"I(((V19))&((V50)))"
0.99999999999809,"I(((V18))&((V21)))"
0.99999999999809,"I(((V20))&((((V37))&((V12)))))"
0.99999999999809,"I(((V17))&((V4)))"
0.99999999999809,"I(((((V3))&((((V27))&((V1)))))))"
0.99999999999809,"I(((((V13))&((V11))))&((((V19))&((V50)))))"
0.999999207010612,"I(V17)"
