"posterior","tree"
0.999999999999997,"I(V7)"
0.999999999999997,"I(V8)"
0.999999999999997,"I(((V2))&((V9)))"
0.999999999999742,"I(((V19))&((V50)))"
0.999999999999714,"I(((V11))&((V13)))"
0.999999999958306,"I(((V20))&((((V12))&((V37)))))"
0.999999999958306,"I(((V1))&((((V3))&((V27)))))"
0.999999999958306,"I(((((V19))&((V50))))&((((V11))&((V13)))))"
0.999885064366944,"I(V21)"
0.999885040749392,"I(V18)"
0.999884941742786,"I(((V18))|((V21)))"
0.999884941742786,"I(((((V4))))&((V17)))"
0.977621896579639,"I(((V9))&((V30)))"
