"posterior","tree"
0.999999999999995,"I(((V19))&((V50)))"
0.999999999999995,"I(((V9))&((V2)))"
0.999999999999995,"I(V8)"
0.999999999999995,"I(V7)"
0.999999999999995,"I(((((V1))&((V27))))&((V3)))"
0.999999999999995,"I(((V18))&((V21)))"
0.999999999999995,"I(((V13))&((V11)))"
0.999999999999995,"I(((((V19))&((V50))))&((((V13))&((V11)))))"
0.999999999999995,"I(((((V17))&((V30))))&((V10)))"
0.999999999999995,"I(((((((V20))&((V37))))&((V12)))))"
0.999999995833993,"I(((((V17))&((V30))))&((((V7))&((V4)))))"
