"posterior","tree"
0.999999999999998,"I(((V2))&((V9)))"
0.999999999999902,"I(V7)"
0.999999592667915,"I(((V18))&((V21)))"
0.999995984973269,"I(V8)"
0.999995932564388,"I(((V11))&((V13)))"
0.999995525286532,"I(((V19))&((V50)))"
0.999995525262142,"I(((V1))&((((V3))&((V27)))))"
0.999995525262142,"I(((V37))&((((V20))&((V12)))))"
0.999995525262142,"I(((((((V19))&((V50))))))&((((((V11))&((V13)))))))"
0.997518938942442,"I(((((V4))&((V10))))&((((((V37))&((V30))))|((V26)))))"
0.997510198744821,"I(((V4))&((((V27))&((V17)))))"
0.914728097904577,"I(((V37))&((V30)))"
0.914660066381915,"I(V37)"
