Id,Probability
30429,0.0655501608420549
8876,0.20344205502913
136035,0.060414277500223
34706,0.0169802846849448
11711,0.102163470177926
44861,0.0670031147061239
4591,0.0493613261620716
133873,0.0799670865535396
52589,0.0383321346424149
56805,0.0526823107940517
32606,0.0453517376559571
25646,0.0552987237372142
112235,0.0372090280910626
91811,0.0588911500029399
99244,0.0421241228189935
140497,0.0645904937154588
147482,0.0562764423473606
1724,0.0301901918444628
69181,0.0245295452791756
8900,0.120401009278043
7113,0.0559869101773436
71404,0.0637839296431835
70078,0.0569502091319492
76868,0.0525668490674216
19051,0.0163934784974693
146616,0.0800315364728594
109695,0.160247460703964
5563,0.0342953547453287
39770,0.0571276124364474
79492,0.052913666764046
112589,0.144876350923853
74290,0.0675607199591659
6721,0.0383946157358568
113564,0.0595727386752846
129873,0.185423802331472
63897,0.0301987704649379
84446,0.0124210705674792
95672,0.329362970338459
28883,0.041303912110497
70108,0.0500890323695832
64278,0.0694805716181164
113507,0.0240596099795365
95653,0.110200293422273
133882,0.0342128059043739
7857,0.0742555288475382
81,0.0389009798715968
22823,0.0873224160930428
54170,0.156301298817598
44474,0.0781804381108405
20872,0.0941682666844588
76064,0.0719306847309962
121406,0.0404371462180204
7368,0.0422793445252916
64211,0.039479493298966
97980,0.0777893727179025
124388,0.0310981855385999
44413,0.0599780360287441
123792,0.0539398774890616
141181,0.0966487436462443
27342,0.0344188566993567
64316,0.224578900411549
6592,0.138067582574104
920,0.0647051903084282
131109,0.0226564783224611
147492,0.162886759447435
147884,0.0597405972756915
60497,0.100356525627445
103405,0.15396506218345
55925,0.0826245088508136
115202,0.0681481851735561
99824,0.121048559263976
90468,0.0670443802043495
39332,0.0531545713544578
86114,0.155635930859215
132883,0.0232443323865838
137570,0.0778767781134841
95855,0.0606109168520949
144042,0.121528404199163
128993,0.0309227150616393
140597,0.0181952860540574
62600,0.0807252519923771
134337,0.034403793884186
12298,0.0399952339845109
57879,0.0392007954368401
58798,0.070285601037341
104787,0.030637793481059
32156,0.0327054358450187
63999,0.0888728314129129
141298,0.0612201501963867
117288,0.0327914977304622
101901,0.0617450441180458
42627,0.0560319123353686
138359,0.0360998669345774
65253,0.04116999323727
47180,0.144045729955324
48554,0.0343906027148877
81571,0.0442554340303437
111124,0.0602305295422709
124929,0.0293841964600262
11107,0.0270387736388134
114543,0.0270314195087848
123988,0.0413334520619276
135995,0.0564917024798001
123877,0.0919893079409178
42579,0.0598567119668964
64358,0.0367149757443788
64910,0.0662868371609997
91829,0.0472039843789682
146241,0.0687257128718082
89497,0.0798933017942074
15768,0.0411120117708248
29904,0.171616490072285
140711,0.054620967600369
36689,0.060549704223993
125884,0.073501325026687
104694,0.0339327565561107
30529,0.0129992555785029
59984,0.059727541910989
112312,0.0710382074854096
87996,0.117501175866097
116233,0.0632015882536802
53510,0.056437178786043
69874,0.0824789525713608
107148,0.0414530950985347
71798,0.0181136887116354
11190,0.0766846918192994
129565,0.0532014972367497
69147,0.0405309538168404
136895,0.0724396384128798
139079,0.144511336031792
41062,0.0604797827754856
38102,0.0208769981385614
132088,0.0519012698350645
139326,0.15071884269493
132110,0.0717864452429141
84650,0.0711175726272686
138294,0.0148531147064412
71421,0.0798383029918326
105797,0.0271844438852931
38565,0.0317406722582821
123640,0.0437055147445499
16391,0.131458684346117
32454,0.0467679661045761
