"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30"
"1",0.954896214896215,0.963369963369963,0.968180708180708,0.974554334554335,0.978119658119658,0.981001221001221,0.978608058608059,0.976752136752137,0.974822954822955,0.888644688644689,0.0406059330948874,0.0484140233722871,0.0568769389865564,0.0651906519065191,0.0905464698843239,0.114047017680202,0.139784946236559,0.156180606957809,0.173913043478261,0.5,0.043475975186626,0.033671464230708,0.0274734085199637,0.019507463490866,0.0120004344048653,0.00522128974057571,0.00369609856262834,0.00295906625020549,0.00194728614135652,0
"2",0.901367521367521,0.913724053724054,0.920732600732601,0.942442002442002,0.947032967032967,0.951208791208791,0.955384615384615,0.954652014652015,0.953601953601954,0.90029304029304,0.110651274232193,0.122878625134264,0.13348896434635,0.182582582582583,0.200665622552858,0.220504009163803,0.267491926803014,0.278366914103924,0.29089961792289,0.5,0.0874053170949057,0.0743446821331726,0.066280012156823,0.0377166423052829,0.0300965509983952,0.0223548130469372,0.00903152971534554,0.00759105224905112,0.00606599805888062,0
"3",0.893992673992674,0.903760683760684,0.913406593406593,0.923003663003663,0.928131868131868,0.933675213675214,0.937899877899878,0.941196581196581,0.943760683760684,0.896166056166056,0.141183599272874,0.151974471479856,0.163156858886046,0.178039822153489,0.193474962063733,0.20374531835206,0.219959640432948,0.234563456345635,0.251012858904351,0.5,0.0902825979176995,0.0797201394287434,0.0689331472789547,0.05733367582841,0.0497915641749307,0.0424776913844388,0.0353293727984859,0.0292304843530937,0.0233659782840111,0
"4",0.863614163614164,0.889108669108669,0.891916971916972,0.918485958485958,0.918266178266178,0.945567765567766,0.940586080586081,0.94046398046398,0.942442002442002,0.903150183150183,0.0909924363969746,0.135759424711266,0.138762214983713,0.168030207677785,0.239938673821388,0.279040174513725,0.336123200535654,0.337785940891635,0.35491216655823,0.5,0.123020013278953,0.0957899369223999,0.0928846484020505,0.0641937197945396,0.0536093554082755,0.0184192366898455,0.0113609024566281,0.0110965533837803,0.00470949164401625,0
"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
