"","x"
"I((((((V9)|((V43)))&((V5)))))|(((V8))))",8.58219164120481e-38
"I((((((V9)|((V43)))&((V5)))))|(((V8)|((V43)))))",3.95999102529337e-35
"I(((((V1)&((V4))))))",1.38039093711109e-21
"I(((((V1)&((V4)))))&(((V5)&((V9)))))",3.20591005592286e-10
"I(((((V47)))&(((((V4)&((V1)))))))&((V2)))",3.29253815777886e-09
"I(((((V5)))&((V9)))&((V13)))",4.19528798508937e-22
"I(((((V5)&((V9))))))",1.30256855265202e-05
"I(((((V8)&((V11))))&((V29)))&((V14)))",2.59603316140821e-23
"I(((((V8)&((V14))))))",6.66196486277867e-79
"I(((((V8)|((V11)))&((V5)))))",8.10493394278888e-13
"I(((((V9)&((V5))))))",0.0011963770313564
"I(((((V9)&((V5)))))&((V10)))",2.61648612576518e-06
"I((((V1)&(((V9)&((V6)))))))",2.79610336476068e-46
"I((((V1)&((V18)))|((V17)))&((V9)))",1.73758164661594e-20
"I((((V1)&((V39)))&((V3)))&((V11)))",0.00150098012112262
"I((((V1)&((V4)))))",2.58950039437862e-08
"I((((V1)&((V4)))&((V31)))&(((V11)&((V8)))))",2.76169484621015e-08
"I((((V11)&((V8)))&(((V2)&((V43)))))&((V12)))",3.05423902722783e-05
"I((((V11)&((V8)))&((V14)))&((V29)))",4.985802807903e-08
"I((((V11)&((V8)))&((V2)))&((V13)))",0.000591740423824662
"I((((V11)&((V8)))&((V7)))&((V32)))",4.06198154683845e-24
"I((((V11)&((V9)))))",1.51435941394751e-51
"I((((V2)))&(((((V1)&((V4)))))))",3.09435570124873e-11
"I((((V2)&((V43)))&((V48)))&((V5)))",1.43067727478325e-59
"I((((V2)&((V8)))))",4.60076535580371e-80
"I((((V4)&((V1)))))",6.04619747736914e-08
"I((((V4)&((V1)))|((V38)))&((V18)))",4.01695142633024e-25
"I((((V5)))&((V2)))",9.20723425157275e-24
"I((((V5)))&((V9)))",3.91115029151132e-20
"I((((V5)&(((V9)&((V17)))))))",1.29501106570532e-70
"I((((V5)&(((V9)&((V2)))))))",2.14144621683171e-60
"I((((V5)&((V9)))))",9.39212120330936e-22
"I((((V5)&((V9))))&((V35)))",2.0904735904292e-08
"I((((V5)&((V9))))&((V8)))",5.42924345040199e-17
"I((((V5)&((V9)))&((V6)))&((V46)))",1.94308320370959e-07
"I((((V5)&((V9)))|((V23)))&((V8)))",2.00616239011432e-05
"I((((V5)|((V9)))))",4.82206344499812e-35
"I((((V8)&((V11))))&((V29)))",1.2095797798518e-24
"I((((V8)&((V11)))&((V16)))&((V22)))",3.38637826348635e-08
"I((((V8)|((V11)))&(((V4)&((V1)))))&((V47)))",4.04049626644752e-12
"I((((V9)&((V47)))&(((((V4)&((V1)))))))&((V2)))",6.04587359732506e-08
"I((((V9)&((V5)))))",0.0012227263822128
"I((((V9)&((V5))))&((V41)))",2.39840054881673e-08
"I((((V9)&((V5)))&((V12)))|((V2)))",7.95776927630874e-06
