0.6595744681,-0.1434851182,-0.3266840527,-0.3039910584,-0.0931336332,-0.033737263,0.3708485045,1.6628493139,0.1397988861,0.217860606,-0.2696131996,0.3170796703,0.7083133215,0.0205566435,6.6732979678
-0.3404255319,0.073043194,0.2476019249,0.2245341424,0.0406428275,0.0294846022,-0.5607096995,0.5807118624,0.0220158505,0.0878074778,0.076601131,0.020417422,-0.3419040085,-0.014444308,7.3993980833
0.6595744681,-0.165708255,-0.5804645735,-0.5451531153,-0.0490229347,-0.0139346357,-0.2352872991,1.344810779,0.0009624413,0.0007961008,-0.4839127261,0.2740201808,0.6940157142,-0.0547437097,6.3595738687
-0.3404255319,0.1414459209,0.6168192427,0.6194171412,0.0302979076,0.011537959,1.9305867483,0.3377656838,0.0826404723,0.1678501855,0.2657812207,-0.1294469246,-0.9695713563,0.1526538622,7.5852810786
-0.3404255319,0.1414459209,0.3042208189,0.2857777677,0.0542716585,0.0024423935,-0.2352872991,-0.6430635692,-0.0314728345,-0.4999791871,0.1136097597,-0.0883854378,-0.0063878596,-0.1865470681,7.1180162045
-0.3404255319,0.0461357411,0.3835575612,0.4155893792,-0.0230955565,-0.019107953,0.0932167679,-0.2600713169,-0.1115155421,-0.1284156307,0.2892771621,-0.4111588301,-0.1973897021,-0.2007461232,6.5250296578
0.6595744681,0.0551855766,0.019592184,0.0401051033,-0.0756404757,-0.0006079393,-1.7393646959,0.8902129823,0.0323786375,0.1418746991,0.1837553691,-0.1234767576,0.0104031552,-0.2151448678,6.8700534118
0.6595744681,0.0370032575,0.3578050651,0.362005133,-0.0322783574,-0.0139346357,0.7863639484,1.143124855,-0.1728844885,0.0596366008,-0.0889851233,0.0804354318,-0.0382931892,-0.0425470899,7.3492308246
0.6595744681,-0.1545349544,-0.2127397934,-0.2022083641,-0.0121863574,-0.0284879072,0.5379025891,1.61173086,-0.1478831863,-0.1635069505,-0.2033312752,0.2290228149,0.5428043202,0.1357533246,6.7522703761
-0.3404255319,0.1163399997,-0.1244471862,-0.109835044,0.1213450353,0.0461434882,-1.179748908,-1.3362107497,0.062837845,-0.3176576303,0.0193371038,-0.0883854378,0.0657996588,-0.2697457976,6.5581978028
